ID,Sent_1,Sent_2,Sent_3,Sent_4,Sent_5,Sent_6,Sent_7,Answer_1,Answer_2,Answer_3,Answer_4,Answer_5,Answer_6,Answer_value_1,Answer_value_2,Answer_value_3,Answer_value_4,Answer_value_5,Answer_value_6,Answer_label_1,Answer_label_2,Answer_label_3,Answer_label_4,Answer_label_5,Answer_label_6
10,Julie a réalisé que la nappe sur la table brille au soleil .,Julie a réalisé que les nappes sur la table brillent au soleil .,Julie a réalisé que la nappe sur les tables brille au soleil .,Julie a réalisé que les nappes sur les tables brillent au soleil .,Julie a réalisé que la nappe sur la table du banquet brille au soleil .,Julie a réalisé que les nappes sur la table du banquet brillent au soleil .,Julie a réalisé que la nappe sur les tables du banquet brille au soleil .,Julie a réalisé que les nappes sur la table du banquet brillent au soleil .,Julie a réalisé que les nappes sur les tables du banquet du banquet brillent au soleil .,Julie a réalisé que les nappes sur les tables du banquet brillent au soleil .,Julie a réalisé que la nappe sur les tables du banquet brillent au soleil .,Julie a réalisé que les nappes sur les tables du banquet brille au soleil .,Julie a réalisé que les nappes sur les tables et le banquet brillent au soleil .,False,False,True,False,False,False,N2_alter,mis_num,True,N1_alter,agreement_error,coordination
11,Le médecin constate que le récit de la souffrance touche les participants .,Le médecin constate que les récits de la souffrance touchent les participants .,Le médecin constate que le récit de les souffrances touche les participants .,Le médecin constate que les récits de les souffrances touchent les participants .,Le médecin constate que le récit de la souffrance dans l'hôpital touche les participants .,Le médecin constate que les récits de la souffrance dans l'hôpital touchent les participants .,Le médecin constate que le récit de les souffrances dans l'hôpital touche les participants .,Le médecin constate que les récits de les souffrances dans l'hôpital touche les participants .,Le médecin constate que les récits de les souffrances dans l'hôpital touchent les participants .,Le médecin constate que les récits de les souffrances et l'hôpital touchent les participants .,Le médecin constate que le récit de les souffrances dans l'hôpital touchent les participants .,Le médecin constate que les récits de la souffrance dans l'hôpital touchent les participants .,Le médecin constate que les récits de les souffrances dans l'hôpital dans l'hôpital touchent les participants .,False,True,False,False,False,False,agreement_error,True,coordination,N1_alter,N2_alter,mis_num
12,Ma nièce réalise que la visite au palais approche .,Ma nièce réalise que les visites au palais approchent .,Ma nièce réalise que la visite aux palais approche .,Ma nièce réalise que les visites aux palais approchent .,Ma nièce réalise que la visite au palais de l'artisanat approche .,Ma nièce réalise que les visites au palais de l'artisanat approchent .,Ma nièce réalise que la visite aux palais de l'artisanat approche .,Ma nièce réalise que les visites aux palais de l'artisanat approchent .,Ma nièce réalise que la visite aux palais de l'artisanat approchent .,Ma nièce réalise que les visites aux palais et l'artisanat approchent .,Ma nièce réalise que les visites aux palais de l'artisanat approche .,Ma nièce réalise que les visites aux palais de l'artisanat de l'artisanat approchent .,Ma nièce réalise que les visites au palais de l'artisanat approchent .,True,False,False,False,False,False,True,N1_alter,coordination,agreement_error,mis_num,N2_alter
13,Le président trouve que la menace de la réforme inquiète les médecins .,Le président trouve que les menaces de la réforme inquiètent les médecins .,Le président trouve que la menace de les réformes inquiète les médecins .,Le président trouve que les menaces de les réformes inquiètent les médecins .,Le président trouve que la menace de la réforme dans l'école inquiète les médecins .,Le président trouve que les menaces de la réforme dans l'école inquiètent les médecins .,Le président trouve que la menace de les réformes dans l'école inquiète les médecins .,Le président trouve que les menaces de les réformes dans l'école dans l'école inquiètent les médecins .,Le président trouve que les menaces de les réformes dans l'école inquiètent les médecins .,Le président trouve que les menaces de les réformes et l'école inquiètent les médecins .,Le président trouve que les menaces de les réformes dans l'école inquiète les médecins .,Le président trouve que les menaces de la réforme dans l'école inquiètent les médecins .,Le président trouve que la menace de les réformes dans l'école inquiètent les médecins .,False,True,False,False,False,False,mis_num,True,coordination,agreement_error,N2_alter,N1_alter
14,La police a dit que l'hélicoptere pour le vol s'écrase .,La police a dit que les hélicopteres pour le vol s’écrasent .,La police a dit que l'hélicoptere pour les vols s'écrase .,La police a dit que les hélicopteres pour les vols s’écrasent .,La police a dit que l'hélicoptere pour le vol au-dessus du canyon s'écrase .,La police a dit que les hélicopteres pour le vol au-dessus du canyon s’écrasent .,La police a dit que l'hélicoptere pour les vols au-dessus du canyon s'écrase .,La police a dit que les hélicopteres pour les vols au-dessus du canyon s'écrase .,La police a dit que les hélicopteres pour les vols au-dessus du canyon s’écrasent .,La police a dit que les hélicopteres pour les vols au-dessus du canyon au-dessus du canyon s’écrasent .,La police a dit que l'hélicoptere pour les vols au-dessus du canyon s’écrasent .,La police a dit que les hélicopteres pour les vols et le canyon s’écrasent .,La police a dit que les hélicopteres pour le vol au-dessus du canyon s’écrasent .,False,True,False,False,False,False,agreement_error,True,mis_num,N1_alter,coordination,N2_alter
15,Mon ami a remarqué que la soirée dans l'appartement a gêné les voisins .,Mon ami a remarqué que les soirées dans l'appartement ont gêné les voisins .,Mon ami a remarqué que la soirée dans les appartements a gêné les voisins .,Mon ami a remarqué que les soirées dans les appartements ont gêné les voisins .,Mon ami a remarqué que la soirée dans l'appartement du sous-sol a gêné les voisins .,Mon ami a remarqué que les soirées dans l'appartement du sous-sol ont gêné les voisins .,Mon ami a remarqué que la soirée dans les appartements du sous-sol a gêné les voisins .,Mon ami a remarqué que les soirées dans les appartements du sous-sol a gêné les voisins .,Mon ami a remarqué que les soirées dans l'appartement du sous-sol ont gêné les voisins .,Mon ami a remarqué que les soirées dans les appartements du sous-sol du sous-sol ont gêné les voisins .,Mon ami a remarqué que les soirées dans les appartements et le sous-sol ont gêné les voisins .,Mon ami a remarqué que les soirées dans les appartements du sous-sol ont gêné les voisins .,Mon ami a remarqué que la soirée dans les appartements du sous-sol ont gêné les voisins .,False,False,False,False,True,False,agreement_error,N2_alter,mis_num,coordination,True,N1_alter
16,Les spectateurs ont appris que le producteur du film a gagné la palme d’or .,Les spectateurs ont appris que les producteurs du film ont gagné la palme d’or .,Les spectateurs ont appris que le producteur des films a gagné la palme d’or .,Les spectateurs ont appris que les producteurs des films ont gagné la palme d’or .,Les spectateurs ont appris que le producteur du film sur l'artiste a gagné la palme d’or .,Les spectateurs ont appris que les producteurs du film sur l'artiste ont gagné la palme d’or .,Les spectateurs ont appris que le producteur des films sur l'artiste a gagné la palme d’or .,Les spectateurs ont appris que les producteurs des films sur l'artiste a gagné la palme d’or .,Les spectateurs ont appris que les producteurs des films sur l'artiste ont gagné la palme d’or .,Les spectateurs ont appris que les producteurs des films et l'artiste ont gagné la palme d’or .,Les spectateurs ont appris que le producteur des films sur l'artiste ont gagné la palme d’or .,Les spectateurs ont appris que les producteurs des films sur l'artiste sur l'artiste ont gagné la palme d’or .,Les spectateurs ont appris que les producteurs du film sur l'artiste ont gagné la palme d’or .,False,True,False,False,False,False,agreement_error,True,coordination,N1_alter,mis_num,N2_alter
17,Mes enfants m'ont dit que le chat sur le toit miaule depuis hier soir .,Mes enfants m'ont dit que les chats sur le toit miaulent depuis hier soir .,Mes enfants m'ont dit que le chat sur les toits miaule depuis hier soir .,Mes enfants m'ont dit que les chats sur les toits miaulent depuis hier soir .,Mes enfants m'ont dit que le chat sur le toit du voisin miaule depuis hier soir .,Mes enfants m'ont dit que les chats sur le toit du voisin miaulent depuis hier soir .,Mes enfants m'ont dit que le chat sur les toits du voisin miaule depuis hier soir .,Mes enfants m'ont dit que les chats sur le toit du voisin miaulent depuis hier soir .,Mes enfants m'ont dit que les chats sur les toits et le voisin miaulent depuis hier soir .,Mes enfants m'ont dit que le chat sur les toits du voisin miaulent depuis hier soir .,Mes enfants m'ont dit que les chats sur les toits du voisin miaule depuis hier soir .,Mes enfants m'ont dit que les chats sur les toits du voisin miaulent depuis hier soir .,Mes enfants m'ont dit que les chats sur les toits du voisin du voisin miaulent depuis hier soir .,False,False,False,False,True,False,N2_alter,coordination,N1_alter,agreement_error,True,mis_num
18,Mes parents remarquent que le chien sur le coussin s'endormait .,Mes parents remarquent que les chiens sur le coussin s’endormaient .,Mes parents remarquent que le chien sur les coussins s'endormait .,Mes parents remarquent que les chiens sur les coussins s’endormaient .,Mes parents remarquent que le chien sur le coussin du bébé s'endormait .,Mes parents remarquent que les chiens sur le coussin du bébé s’endormaient .,Mes parents remarquent que le chien sur les coussins du bébé s'endormait .,Mes parents remarquent que les chiens sur les coussins du bébé s’endormaient .,Mes parents remarquent que le chien sur les coussins du bébé s’endormaient .,Mes parents remarquent que les chiens sur le coussin du bébé s’endormaient .,Mes parents remarquent que les chiens sur les coussins du bébé s'endormait .,Mes parents remarquent que les chiens sur les coussins et le bébé s’endormaient .,Mes parents remarquent que les chiens sur les coussins du bébé du bébé s’endormaient .,True,False,False,False,False,False,True,N1_alter,N2_alter,agreement_error,coordination,mis_num
19,Les collègues ont vu que le gréviste sur l'escalier bloquait la porte .,Les collègues ont vu que les grévistes sur l'escalier bloquaient la porte .,Les collègues ont vu que le gréviste sur les escaliers bloquait la porte .,Les collègues ont vu que les grévistes sur les escaliers bloquaient la porte .,Les collègues ont vu que le gréviste sur l'escalier du patron bloquait la porte .,Les collègues ont vu que les grévistes sur l'escalier du patron bloquaient la porte .,Les collègues ont vu que le gréviste sur les escaliers du patron bloquait la porte .,Les collègues ont vu que les grévistes sur les escaliers du patron bloquaient la porte .,Les collègues ont vu que les grévistes sur les escaliers et le patron bloquaient la porte .,Les collègues ont vu que les grévistes sur l'escalier du patron bloquaient la porte .,Les collègues ont vu que le gréviste sur les escaliers du patron bloquaient la porte .,Les collègues ont vu que les grévistes sur les escaliers du patron du patron bloquaient la porte .,Les collègues ont vu que les grévistes sur les escaliers du patron bloquait la porte .,True,False,False,False,False,False,True,coordination,N2_alter,N1_alter,mis_num,agreement_error
20,Les administrateurs ont constaté que l'architecte du château a perdu les plans .,Les administrateurs ont constaté que les architectes du château ont perdu les plans .,Les administrateurs ont constaté que l'architecte des châteaux a perdu les plans .,Les administrateurs ont constaté que les architectes des châteaux ont perdu les plans .,Les administrateurs ont constaté que l'architecte du château du millionnaire a perdu les plans .,Les administrateurs ont constaté que les architectes du château du millionnaire ont perdu les plans .,Les administrateurs ont constaté que l'architecte des châteaux du millionnaire a perdu les plans .,Les administrateurs ont constaté que les architectes des châteaux du millionnaire ont perdu les plans .,Les administrateurs ont constaté que les architectes des châteaux et le millionnaire ont perdu les plans .,Les administrateurs ont constaté que les architectes des châteaux du millionnaire du millionnaire ont perdu les plans .,Les administrateurs ont constaté que les architectes des châteaux du millionnaire a perdu les plans .,Les administrateurs ont constaté que les architectes du château du millionnaire ont perdu les plans .,Les administrateurs ont constaté que l'architecte des châteaux du millionnaire ont perdu les plans .,True,False,False,False,False,False,True,coordination,mis_num,agreement_error,N2_alter,N1_alter
21,Les journalistes ont rapporté que la victime du mensonge a porté plainte .,Les journalistes ont rapporté que les victimes du mensonge ont porté plainte .,Les journalistes ont rapporté que la victime des mensonges a porté plainte .,Les journalistes ont rapporté que les victimes des mensonges ont porté plainte .,Les journalistes ont rapporté que la victime du mensonge du policier a porté plainte .,Les journalistes ont rapporté que les victimes du mensonge du policier ont porté plainte .,Les journalistes ont rapporté que la victime des mensonges du policier a porté plainte .,Les journalistes ont rapporté que les victimes du mensonge du policier ont porté plainte .,Les journalistes ont rapporté que les victimes des mensonges du policier ont porté plainte .,Les journalistes ont rapporté que les victimes des mensonges du policier du policier ont porté plainte .,Les journalistes ont rapporté que la victime des mensonges du policier ont porté plainte .,Les journalistes ont rapporté que les victimes des mensonges du policier a porté plainte .,Les journalistes ont rapporté que les victimes des mensonges et le policier ont porté plainte .,False,True,False,False,False,False,N2_alter,True,mis_num,N1_alter,agreement_error,coordination
22,Les villageois ont trouvé que le voleur de la voiture a fait une embardée .,Les villageois ont trouvé que les voleurs de la voiture ont fait une embardée .,Les villageois ont trouvé que le voleur des voitures a fait une embardée .,Les villageois ont trouvé que les voleurs des voitures ont fait une embardée .,Les villageois ont trouvé que le voleur de la voiture du garagiste a fait une embardée .,Les villageois ont trouvé que les voleurs de la voiture du garagiste ont fait une embardée .,Les villageois ont trouvé que le voleur des voitures du garagiste a fait une embardée .,Les villageois ont trouvé que les voleurs des voitures du garagiste du garagiste ont fait une embardée .,Les villageois ont trouvé que le voleur des voitures du garagiste ont fait une embardée .,Les villageois ont trouvé que les voleurs des voitures du garagiste a fait une embardée .,Les villageois ont trouvé que les voleurs des voitures et le garagiste ont fait une embardée .,Les villageois ont trouvé que les voleurs de la voiture du garagiste ont fait une embardée .,Les villageois ont trouvé que les voleurs des voitures du garagiste ont fait une embardée .,False,False,False,False,False,True,mis_num,N1_alter,agreement_error,coordination,N2_alter,True
23,Les étudiants apprennent que le responsable du droit va démissionner .,Les étudiants apprennent que les responsables du droit vont démissionner .,Les étudiants apprennent que le responsable des droits va démissionner .,Les étudiants apprennent que les responsables des droits vont démissionner .,Les étudiants apprennent que le responsable du droit de l'immigré va démissionner .,Les étudiants apprennent que les responsables du droit de l'immigré vont démissionner .,Les étudiants apprennent que le responsable des droits de l'immigré va démissionner .,Les étudiants apprennent que le responsable des droits de l'immigré vont démissionner .,Les étudiants apprennent que les responsables des droits de l'immigré de l'immigré vont démissionner .,Les étudiants apprennent que les responsables des droits et l'immigré vont démissionner .,Les étudiants apprennent que les responsables des droits de l'immigré va démissionner .,Les étudiants apprennent que les responsables des droits de l'immigré vont démissionner .,Les étudiants apprennent que les responsables du droit de l'immigré vont démissionner .,False,False,False,False,True,False,N1_alter,mis_num,coordination,agreement_error,True,N2_alter
24,Les enfants disent que le gamin du clochard pleure .,Les enfants disent que les gamins du clochard pleurent .,Les enfants disent que le gamin des clochards pleure .,Les enfants disent que les gamins des clochards pleurent .,Les enfants disent que le gamin du clochard près de la poubelle pleure .,Les enfants disent que les gamins du clochard près de la poubelle pleurent .,Les enfants disent que le gamin des clochards près de la poubelle pleure .,Les enfants disent que les gamins des clochards près de la poubelle près de la poubelle pleurent .,Les enfants disent que les gamins des clochards près de la poubelle pleurent .,Les enfants disent que les gamins des clochards et de la poubelle pleurent .,Les enfants disent que les gamins du clochard près de la poubelle pleurent .,Les enfants disent que les gamins des clochards près de la poubelle pleure .,Les enfants disent que le gamin des clochards près de la poubelle pleurent .,False,True,False,False,False,False,mis_num,True,coordination,N2_alter,agreement_error,N1_alter
25,Les procureurs pensent que l'avocat de l'assassin va revenir .,Les procureurs pensent que les avocats de l'assassin vont revenir .,Les procureurs pensent que l'avocat des assassins va revenir .,Les procureurs pensent que les avocats des assassins vont revenir .,Les procureurs pensent que l'avocat de l'assassin du village va revenir .,Les procureurs pensent que les avocats de l'assassin du village vont revenir .,Les procureurs pensent que l'avocat des assassins du village va revenir .,Les procureurs pensent que les avocats des assassins du village du village vont revenir .,Les procureurs pensent que les avocats des assassins et le village vont revenir .,Les procureurs pensent que les avocats des assassins du village vont revenir .,Les procureurs pensent que les avocats de l'assassin du village vont revenir .,Les procureurs pensent que les avocats des assassins du village va revenir .,Les procureurs pensent que l'avocat des assassins du village vont revenir .,False,False,True,False,False,False,mis_num,coordination,True,N2_alter,agreement_error,N1_alter
26,Les éleveurs ont dit que le cochon du laboureur se vautrait dans la mare .,Les éleveurs ont dit que les cochons du laboureur se vautraient dans la mare .,Les éleveurs ont dit que le cochon des laboureurs se vautrait dans la mare .,Les éleveurs ont dit que les cochons des laboureurs se vautraient dans la mare .,Les éleveurs ont dit que le cochon du laboureur du champs se vautrait dans la mare .,Les éleveurs ont dit que les cochons du laboureur du champs se vautraient dans la mare .,Les éleveurs ont dit que le cochon des laboureurs du champs se vautrait dans la mare .,Les éleveurs ont dit que les cochons des laboureurs du champs du champs se vautraient dans la mare .,Les éleveurs ont dit que les cochons des laboureurs et le champs se vautraient dans la mare .,Les éleveurs ont dit que les cochons des laboureurs du champs se vautrait dans la mare .,Les éleveurs ont dit que les cochons des laboureurs du champs se vautraient dans la mare .,Les éleveurs ont dit que les cochons du laboureur du champs se vautraient dans la mare .,Les éleveurs ont dit que le cochon des laboureurs du champs se vautraient dans la mare .,False,False,False,True,False,False,mis_num,coordination,agreement_error,True,N2_alter,N1_alter
27,Mes cousins observent que la copine du propriétaire dormait sur la plage .,Mes cousins observent que les copines du propriétaire dormaient sur la plage .,Mes cousins observent que la copine des propriétaires dormait sur la plage .,Mes cousins observent que les copines des propriétaires dormaient sur la plage .,Mes cousins observent que la copine du propriétaire de la villa dormait sur la plage .,Mes cousins observent que les copines du propriétaire de la villa dormaient sur la plage .,Mes cousins observent que la copine des propriétaires de la villa dormait sur la plage .,Mes cousins observent que la copine des propriétaires de la villa dormaient sur la plage .,Mes cousins observent que les copines du propriétaire de la villa dormaient sur la plage .,Mes cousins observent que les copines des propriétaires de la villa dormait sur la plage .,Mes cousins observent que les copines des propriétaires et la villa dormaient sur la plage .,Mes cousins observent que les copines des propriétaires de la villa de la villa dormaient sur la plage .,Mes cousins observent que les copines des propriétaires de la villa dormaient sur la plage .,False,False,False,False,False,True,N1_alter,N2_alter,agreement_error,coordination,mis_num,True
