,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24
11,Le récit de la souffrance que le médecin écoute touche les participants .,Les récits de la souffrance que le médecin écoute touchent les participants .,Le récit de les souffrances que le médecin écoute touche les participants .,Les récits de les souffrances que le médecin écoute touchent les participants .,Le récit de la souffrance dans l’hôpital que le médecin écoute touche les participants .,Les récits de la souffrance dans l’hôpital que le médecin écoute touchent les participants .,Le récit de les souffrances dans l’hôpital que le médecin écoute touche les participants .,Les récits de les souffrances et l’hôpital que le médecin écoute touchent les participants .,Les récits de les souffrances dans l’hôpital que le médecin écoute touche les participants .,Les récits de les souffrances dans l’hôpital que le médecin écoute touchent les participants .,Les récits de la souffrance dans l’hôpital que le médecin écoute touchent les participants .,Les récits de les souffrances dans l’hôpital du département que le médecin écoute touchent les participants .,Le récit de les souffrances dans l’hôpital que le médecin écoute touchent les participants .,False,False,True,False,False,False,coordination,agreement_error,True,N2_alter,mis_num,N1_alter
12,La visite au palais dont ma nièce m’avait parlé approche .,Les visites au palais dont ma nièce m’avait parlé approchent .,La visite aux palais dont ma nièce m’avait parlé approche .,Les visites aux palais dont ma nièce m’avait parlé approchent .,La visite au palais de l’artisanat dont ma nièce m’avait parlé approche .,Les visites au palais de l’artisanat dont ma nièce m’avait parlé approchent .,La visite aux palais de l’artisanat dont ma nièce m’avait parlé approche .,La visite aux palais de l’artisanat dont ma nièce m’avait parlé approchent .,Les visites aux palais de l’artisanat dont ma nièce m’avait parlé approchent .,Les visites aux palais de l’artisanat dont ma nièce m’avait parlé approche .,Les visites au palais de l’artisanat dont ma nièce m’avait parlé approchent .,Les visites aux palais et l’artisanat dont ma nièce m’avait parlé approchent .,Les visites aux palais de l’artisanat du milieu rural dont ma nièce m’avait parlé approchent .,False,True,False,False,False,False,N1_alter,True,agreement_error,N2_alter,coordination,mis_num
13,La menace de la réforme dont le président a parlé inquiète les médecins .,Les menaces de la réforme dont le président a parlé inquiètent les médecins .,La menace de les réformes dont le président a parlé inquiète les médecins .,Les menaces de les réformes dont le président a parlé inquiètent les médecins .,La menace de la réforme dans l’école dont le président a parlé inquiète les médecins .,Les menaces de la réforme dans l’école dont le président a parlé inquiètent les médecins .,La menace de les réformes dans l’école dont le président a parlé inquiète les médecins .,Les menaces de les réformes dans l’école dont le président a parlé inquiète les médecins .,Les menaces de les réformes dans l’école dont le président a parlé inquiètent les médecins .,La menace de les réformes dans l’école dont le président a parlé inquiètent les médecins .,Les menaces de les réformes dans l’école dans le secteur médical dont le président a parlé inquiètent les médecins .,Les menaces de la réforme dans l’école dont le président a parlé inquiètent les médecins .,Les menaces de les réformes et l’école dont le président a parlé inquiètent les médecins .,False,True,False,False,False,False,agreement_error,True,N1_alter,mis_num,N2_alter,coordination
14,L’hélicoptere pour le vol que la police cherche s’écrase .,Les hélicopteres pour le vol que la police cherche s’écrasent .,L’hélicoptere pour les vols que la police cherche s’écrase .,Les hélicopteres pour les vols que la police cherche s’écrasent .,L’hélicoptere pour le vol au-dessus du canyon que la police cherche s’écrase .,Les hélicopteres pour le vol au-dessus du canyon que la police cherche s’écrasent .,L’hélicoptere pour les vols au-dessus du canyon que la police cherche s’écrase .,Les hélicopteres pour les vols au-dessus du canyon que la police cherche s’écrase .,L’hélicoptere pour les vols au-dessus du canyon que la police cherche s’écrasent .,Les hélicopteres pour les vols et le canyon que la police cherche s’écrasent .,Les hélicopteres pour les vols au-dessus du canyon que la police cherche s’écrasent .,Les hélicopteres pour le vol au-dessus du canyon que la police cherche s’écrasent .,Les hélicopteres pour les vols au-dessus du canyon dans la réserve indienne que la police cherche s’écrasent .,False,False,False,True,False,False,agreement_error,N1_alter,coordination,True,N2_alter,mis_num
15,La soirée dans l’appartement dont mon ami m’avait informé a gêné les voisins .,Les soirées dans l’appartement dont mon ami m’avait informé ont gêné les voisins .,La soirée dans les appartements dont mon ami m’avait informé a gêné les voisins .,Les soirées dans les appartements dont mon ami m’avait informé ont gêné les voisins .,La soirée dans l’appartement du sous-sol dont mon ami m’avait informé a gêné les voisins .,Les soirées dans l’appartement du sous-sol dont mon ami m’avait informé ont gêné les voisins .,La soirée dans les appartements du sous-sol dont mon ami m’avait informé a gêné les voisins .,Les soirées dans l’appartement du sous-sol dont mon ami m’avait informé ont gêné les voisins .,Les soirées dans les appartements du sous-sol dont mon ami m’avait informé a gêné les voisins .,La soirée dans les appartements du sous-sol dont mon ami m’avait informé ont gêné les voisins .,Les soirées dans les appartements et le sous-sol dont mon ami m’avait informé ont gêné les voisins .,Les soirées dans les appartements du sous-sol de ma fille dont mon ami m’avait informé ont gêné les voisins .,Les soirées dans les appartements du sous-sol dont mon ami m’avait informé ont gêné les voisins .,False,False,False,False,False,True,N2_alter,agreement_error,N1_alter,coordination,mis_num,True
16,Le producteur du film que les spectateurs admirent a gagné la palme d’or .,Les producteurs du film que les spectateurs admirent ont gagné la palme d’or .,Le producteur des films que les spectateurs admirent a gagné la palme d’or .,Les producteurs des films que les spectateurs admirent ont gagné la palme d’or .,Le producteur du film sur l’artiste que les spectateurs admirent a gagné la palme d’or .,Les producteurs du film sur l’artiste que les spectateurs admirent ont gagné la palme d’or .,Le producteur des films sur l’artiste que les spectateurs admirent a gagné la palme d’or .,Les producteurs des films sur l’artiste du centre-ville que les spectateurs admirent ont gagné la palme d’or .,Le producteur des films sur l’artiste que les spectateurs admirent ont gagné la palme d’or .,Les producteurs des films sur l’artiste que les spectateurs admirent a gagné la palme d’or .,Les producteurs du film sur l’artiste que les spectateurs admirent ont gagné la palme d’or .,Les producteurs des films et l’artiste que les spectateurs admirent ont gagné la palme d’or .,Les producteurs des films sur l’artiste que les spectateurs admirent ont gagné la palme d’or .,False,False,False,False,False,True,mis_num,N1_alter,agreement_error,N2_alter,coordination,True
17,Le chat sur le toit dont mes enfants ont rêvé miaule depuis hier soir .,Les chats sur le toit dont mes enfants ont rêvé miaulent depuis hier soir .,Le chat sur les toits dont mes enfants ont rêvé miaule depuis hier soir .,Les chats sur les toits dont mes enfants ont rêvé miaulent depuis hier soir .,Le chat sur le toit du voisin dont mes enfants ont rêvé miaule depuis hier soir .,Les chats sur le toit du voisin dont mes enfants ont rêvé miaulent depuis hier soir .,Le chat sur les toits du voisin dont mes enfants ont rêvé miaule depuis hier soir .,Les chats sur les toits du voisin dont mes enfants ont rêvé miaule depuis hier soir .,Les chats sur le toit du voisin dont mes enfants ont rêvé miaulent depuis hier soir .,Les chats sur les toits du voisin de mon frère dont mes enfants ont rêvé miaulent depuis hier soir .,Les chats sur les toits et le voisin dont mes enfants ont rêvé miaulent depuis hier soir .,Les chats sur les toits du voisin dont mes enfants ont rêvé miaulent depuis hier soir .,Le chat sur les toits du voisin dont mes enfants ont rêvé miaulent depuis hier soir .,False,False,False,False,True,False,agreement_error,N2_alter,mis_num,coordination,True,N1_alter
18,Le chien sur le coussin que mes parents observaient s’endormait .,Les chiens sur le coussin que mes parents observaient s’endormaient .,Le chien sur les coussins que mes parents observaient s’endormait .,Les chiens sur les coussins que mes parents observaient s’endormaient .,Le chien sur le coussin du bébé que mes parents observaient s’endormait .,Les chiens sur le coussin du bébé que mes parents observaient s’endormaient .,Le chien sur les coussins du bébé que mes parents observaient s’endormait .,Les chiens sur les coussins et le bébé que mes parents observaient s’endormaient .,Les chiens sur les coussins du bébé que mes parents observaient s’endormaient .,Les chiens sur les coussins du bébé que mes parents observaient s’endormait .,Le chien sur les coussins du bébé que mes parents observaient s’endormaient .,Les chiens sur les coussins du bébé de ma cousine que mes parents observaient s’endormaient .,Les chiens sur le coussin du bébé que mes parents observaient s’endormaient .,False,True,False,False,False,False,coordination,True,agreement_error,N1_alter,mis_num,N2_alter
19,Le gréviste sur l’escalier dont les collègues s’inquiétaient bloquait la porte .,Les grévistes sur l’escalier dont les collègues s’inquiétaient bloquaient la porte .,Le gréviste sur les escaliers dont les collègues s’inquiétaient bloquait la porte .,Les grévistes sur les escaliers dont les collègues s’inquiétaient bloquaient la porte .,Le gréviste sur l’escalier du patron dont les collègues s’inquiétaient bloquait la porte .,Les grévistes sur l’escalier du patron dont les collègues s’inquiétaient bloquaient la porte .,Le gréviste sur les escaliers du patron dont les collègues s’inquiétaient bloquait la porte .,Les grévistes sur les escaliers du patron dont les collègues s’inquiétaient bloquaient la porte .,Les grévistes sur les escaliers et le patron dont les collègues s’inquiétaient bloquaient la porte .,Les grévistes sur l’escalier du patron dont les collègues s’inquiétaient bloquaient la porte .,Les grévistes sur les escaliers du patron de l’entreprise dont les collègues s’inquiétaient bloquaient la porte .,Les grévistes sur les escaliers du patron dont les collègues s’inquiétaient bloquait la porte .,Le gréviste sur les escaliers du patron dont les collègues s’inquiétaient bloquaient la porte .,True,False,False,False,False,False,True,coordination,N2_alter,mis_num,agreement_error,N1_alter
20,L’architecte du château que les administrateurs connaissaient a perdu les plans .,Les architectes du château que les administrateurs connaissaient ont perdu les plans .,L’architecte des châteaux que les administrateurs connaissaient a perdu les plans .,Les architectes des châteaux que les administrateurs connaissaient ont perdu les plans .,L’architecte du château du millionnaire que les administrateurs connaissaient a perdu les plans .,Les architectes du château du millionnaire que les administrateurs connaissaient ont perdu les plans .,L’architecte des châteaux du millionnaire que les administrateurs connaissaient a perdu les plans .,Les architectes des châteaux du millionnaire dans l’île que les administrateurs connaissaient ont perdu les plans .,Les architectes du château du millionnaire que les administrateurs connaissaient ont perdu les plans .,L’architecte des châteaux du millionnaire que les administrateurs connaissaient ont perdu les plans .,Les architectes des châteaux du millionnaire que les administrateurs connaissaient a perdu les plans .,Les architectes des châteaux et le millionnaire que les administrateurs connaissaient ont perdu les plans .,Les architectes des châteaux du millionnaire que les administrateurs connaissaient ont perdu les plans .,False,False,False,False,False,True,mis_num,N2_alter,N1_alter,agreement_error,coordination,True
21,La victime du mensonge dont les journalistes témoignaient a porté plainte .,Les victimes du mensonge dont les journalistes témoignaient ont porté plainte .,La victime des mensonges dont les journalistes témoignaient a porté plainte .,Les victimes des mensonges dont les journalistes témoignaient ont porté plainte .,La victime du mensonge du policier dont les journalistes témoignaient a porté plainte .,Les victimes du mensonge du policier dont les journalistes témoignaient ont porté plainte .,La victime des mensonges du policier dont les journalistes témoignaient a porté plainte .,Les victimes des mensonges du policier du commissariat dont les journalistes témoignaient ont porté plainte .,Les victimes des mensonges et le policier dont les journalistes témoignaient ont porté plainte .,Les victimes des mensonges du policier dont les journalistes témoignaient a porté plainte .,Les victimes du mensonge du policier dont les journalistes témoignaient ont porté plainte .,La victime des mensonges du policier dont les journalistes témoignaient ont porté plainte .,Les victimes des mensonges du policier dont les journalistes témoignaient ont porté plainte .,False,False,False,False,False,True,mis_num,coordination,agreement_error,N2_alter,N1_alter,True
22,Le voleur de la voiture que les villageois recherchaient a fait une embardée .,Les voleurs de la voiture que les villageois recherchaient ont fait une embardée .,Le voleur des voitures que les villageois recherchaient a fait une embardée .,Les voleurs des voitures que les villageois recherchaient ont fait une embardée .,Le voleur de la voiture du garagiste que les villageois recherchaient a fait une embardée .,Les voleurs de la voiture du garagiste que les villageois recherchaient ont fait une embardée .,Le voleur des voitures du garagiste que les villageois recherchaient a fait une embardée .,Les voleurs des voitures du garagiste que les villageois recherchaient ont fait une embardée .,Les voleurs des voitures du garagiste que les villageois recherchaient a fait une embardée .,Les voleurs des voitures et le garagiste que les villageois recherchaient ont fait une embardée .,Le voleur des voitures du garagiste que les villageois recherchaient ont fait une embardée .,Les voleurs de la voiture du garagiste que les villageois recherchaient ont fait une embardée .,Les voleurs des voitures du garagiste dans la banlieue que les villageois recherchaient ont fait une embardée .,True,False,False,False,False,False,True,agreement_error,coordination,N1_alter,N2_alter,mis_num
23,Le responsable du droit que les étudiants connaissent va démissionner .,Les responsables du droit que les étudiants connaissent vont démissionner .,Le responsable des droits que les étudiants connaissent va démissionner .,Les responsables des droits que les étudiants connaissent vont démissionner .,Le responsable du droit de l’immigré que les étudiants connaissent va démissionner .,Les responsables du droit de l’immigré que les étudiants connaissent vont démissionner .,Le responsable des droits de l’immigré que les étudiants connaissent va démissionner .,Les responsables du droit de l’immigré que les étudiants connaissent vont démissionner .,Les responsables des droits de l’immigré du port que les étudiants connaissent vont démissionner .,Les responsables des droits de l’immigré que les étudiants connaissent va démissionner .,Les responsables des droits de l’immigré que les étudiants connaissent vont démissionner .,Le responsable des droits de l’immigré que les étudiants connaissent vont démissionner .,Les responsables des droits et l’immigré que les étudiants connaissent vont démissionner .,False,False,False,True,False,False,N2_alter,mis_num,agreement_error,True,N1_alter,coordination
24,Le gamin du clochard que les enfants regardent pleure .,Les gamins du clochard que les enfants regardent pleurent .,Le gamin des clochards que les enfants regardent pleure .,Les gamins des clochards que les enfants regardent pleurent .,Le gamin du clochard près de la poubelle que les enfants regardent pleure .,Les gamins du clochard près de la poubelle que les enfants regardent pleurent .,Le gamin des clochards près de la poubelle que les enfants regardent pleure .,Les gamins du clochard près de la poubelle que les enfants regardent pleurent .,Les gamins des clochards près de la poubelle que les enfants regardent pleurent .,Les gamins des clochards et de la poubelle que les enfants regardent pleurent .,Les gamins des clochards près de la poubelle que les enfants regardent pleure .,Les gamins des clochards près de la poubelle du voisin que les enfants regardent pleurent .,Le gamin des clochards près de la poubelle que les enfants regardent pleurent .,False,True,False,False,False,False,N2_alter,True,coordination,agreement_error,mis_num,N1_alter
25,L’avocat de l’assassin que les procureurs attendent va revenir .,Les avocats de l’assassin que les procureurs attendent vont revenir .,L’avocat des assassins que les procureurs attendent va revenir .,Les avocats des assassins que les procureurs attendent vont revenir .,L’avocat de l’assassin du village que les procureurs attendent va revenir .,Les avocats de l’assassin du village que les procureurs attendent vont revenir .,L’avocat des assassins du village que les procureurs attendent va revenir .,Les avocats des assassins du village que les procureurs attendent va revenir .,Les avocats des assassins du village que les procureurs attendent vont revenir .,Les avocats des assassins du village près du lac que les procureurs attendent vont revenir .,Les avocats de l’assassin du village que les procureurs attendent vont revenir .,L’avocat des assassins du village que les procureurs attendent vont revenir .,Les avocats des assassins et le village que les procureurs attendent vont revenir .,False,True,False,False,False,False,agreement_error,True,mis_num,N2_alter,N1_alter,coordination
26,Le cochon du laboureur que les éleveurs observaient se vautrait dans la mare .,Les cochons du laboureur que les éleveurs observaient se vautraient dans la mare .,Le cochon des laboureurs que les éleveurs observaient se vautrait dans la mare .,Les cochons des laboureurs que les éleveurs observaient se vautraient dans la mare .,Le cochon du laboureur du champs que les éleveurs observaient se vautrait dans la mare .,Les cochons du laboureur du champs que les éleveurs observaient se vautraient dans la mare .,Le cochon des laboureurs du champs que les éleveurs observaient se vautrait dans la mare .,Les cochons des laboureurs et le champs que les éleveurs observaient se vautraient dans la mare .,Les cochons du laboureur du champs que les éleveurs observaient se vautraient dans la mare .,Les cochons des laboureurs du champs que les éleveurs observaient se vautraient dans la mare .,Les cochons des laboureurs du champs que les éleveurs observaient se vautrait dans la mare .,Le cochon des laboureurs du champs que les éleveurs observaient se vautraient dans la mare .,Les cochons des laboureurs du champs de la ville que les éleveurs observaient se vautraient dans la mare .,False,False,True,False,False,False,coordination,N2_alter,True,agreement_error,N1_alter,mis_num
27,La copine du propriétaire que mes cousins adoraient dormait sur la plage .,Les copines du propriétaire que mes cousins adoraient dormaient sur la plage .,La copine des propriétaires que mes cousins adoraient dormait sur la plage .,Les copines des propriétaires que mes cousins adoraient dormaient sur la plage .,La copine du propriétaire de la villa que mes cousins adoraient dormait sur la plage .,Les copines du propriétaire de la villa que mes cousins adoraient dormaient sur la plage .,La copine des propriétaires de la villa que mes cousins adoraient dormait sur la plage .,La copine des propriétaires de la villa que mes cousins adoraient dormaient sur la plage .,Les copines des propriétaires de la villa que mes cousins adoraient dormaient sur la plage .,Les copines des propriétaires et la villa que mes cousins adoraient dormaient sur la plage .,Les copines du propriétaire de la villa que mes cousins adoraient dormaient sur la plage .,Les copines des propriétaires de la villa de mon ami que mes cousins adoraient dormaient sur la plage .,Les copines des propriétaires de la villa que mes cousins adoraient dormait sur la plage .,False,True,False,False,False,False,N1_alter,True,coordination,N2_alter,mis_num,agreement_error
