ID	Sent_1	Sent_2	Sent_3	Sent_4	Sent_5	Sent_6	Sent_7	Answer_1	Answer_2	Answer_3	Answer_4	Answer_5	Answer_6	Answer_7	Answer_8	Answer_9	Answer_label_1	Answer_label_2	Answer_label_3	Answer_label_4	Answer_label_5	Answer_label_6	Answer_label_7	Answer_label_8	Answer_label_9	Answer_value_1	Answer_value_2	Answer_value_3	Answer_value_4	Answer_value_5	Answer_value_6	Answer_value_7	Answer_value_8	Answer_value_9	Sent_template_1	Sent_template_2	Sent_template_3	Sent_template_4	Sent_template_5	Sent_template_6	Sent_template_7	Answer_template_1	Answer_template_2	Answer_template_3	Answer_template_4	Answer_template_5	Answer_template_6	Answer_template_7	Answer_template_8	Answer_template_9
10	Then they sewed heavier material onto the straps.	Heavier material was sewed by them.	Heavier material was sewed onto the straps by them.	Heavier material was sewed onto the straps.	The straps were sewed by them.	The straps were sewed with heavier material by them.	The straps were sewed with heavier material.	Then they sewed the straps with heavier material.	They were sewed the straps with heavier material.	Then they sewed the straps heavier material.	Then they sewed onto the straps with heavier material.	Then they sewed the straps of manifacture.	Then they sewed the straps under heavier material.	The straps sewed them with heavier material.	Heavier material sewed them onto the straps.	The straps sewed heavier material them.	Correct	CRagentact	CRalternation1	CRalternation2	CRNoEmb	CRLexPrep	CrSSM1	CrSSM2	CrAASSM1	True	False	False	False	False	False	False	False	False	subj1 verb NounB1 PNounA1	NounBPass1 VerbPass PSubj1	NounBPass1 VerbPass PNounA1 PSubj1	NounBPass1 VerbPass PNounA1	NounAPass1 VerbPass PSubj1	NounAPass1 VerbPass PNounB1 PSubj1	NounAPass1 VerbPass PNounB1	subj1 verb NounA1 PNounB1	SubjPass1 VerbPass NounA1 PNounB1	subj1 verb NounA1 NounB1	subj1 verb PNounA1 PNounB1	subj1 verb NounA1 EmbPP1	subj1 verb NounA1 WrPrep NounB1	NounA1 verb SubjAcc1 PNounB1	NounB1 verb SubjAcc1 PNounA1	NounA1 verb NounB1 WrongPLS1 SubjAcc1
11	He showers excellent information onto the reader.	Excellent information was showered by him.	Excellent information was showered onto the reader by him.	Excellent information was showered onto the reader.	The reader was showered by him.	The reader was showered with excellent information by him.	The reader was showered with excellent information.	He showers the reader with excellent information.	He was showered the reader with excellent information.	He showers the reader excellent information.	He showers onto the reader with excellent information.	He showers the reader about history.	He showers the reader under excellent information.	The reader showers him with excellent information.	Excellent information showers him onto the reader.	The reader showers excellent information him.	Correct	CRagentact	CRalternation1	CRalternation2	CRNoEmb	CRLexPrep	CrSSM1	CrSSM2	CrAASSM1	True	False	False	False	False	False	False	False	False	subj1 verb NounB1 PNounA1	NounBPass1 VerbPass PSubj1	NounBPass1 VerbPass PNounA1 PSubj1	NounBPass1 VerbPass PNounA1	NounAPass1 VerbPass PSubj1	NounAPass1 VerbPass PNounB1 PSubj1	NounAPass1 VerbPass PNounB1	subj1 verb NounA1 PNounB1	SubjPass1 VerbPass NounA1 PNounB1	subj1 verb NounA1 NounB1	subj1 verb PNounA1 PNounB1	subj1 verb NounA1 EmbPP1	subj1 verb NounA1 WrPrep NounB1	NounA1 verb SubjAcc1 PNounB1	NounB1 verb SubjAcc1 PNounA1	NounA1 verb NounB1 WrongPLS1 SubjAcc1
12	My child smeared paint all over the paper.	My finger was smeared by my child.	My finger was smeared all over the paper by my child.	My finger was smeared all over the paper.	The paw prints were smeared by my child.	The paw prints were smeared with paint by my child.	The paw prints were smeared with paint.	My child smeared the paper with paint.	My child was smeared the paper with paint.	My child smeared the paper paint.	My child smeared all over the paper with paint.	My child smeared the paper from vegetables.	My child smeared the paper under paint.	The paper smeared my child with paint.	Paint smeared my child all over the paper.	The paper smeared paint my child.	Correct	CRagentact	CRalternation1	CRalternation2	CRNoEmb	CRLexPrep	CrSSM1	CrSSM2	CrAASSM1	True	False	False	False	False	False	False	False	False	subj1 verb NounB1 PNounA1	NounBPass1 VerbPass PSubj1	NounBPass1 VerbPass PNounA1 PSubj1	NounBPass1 VerbPass PNounA1	NounAPass1 VerbPass PSubj1	NounAPass1 VerbPass PNounB1 PSubj1	NounAPass1 VerbPass PNounB1	subj1 verb NounA1 PNounB1	SubjPass1 VerbPass NounA1 PNounB1	subj1 verb NounA1 NounB1	subj1 verb PNounA1 PNounB1	subj1 verb NounA1 EmbPP1	subj1 verb NounA1 WrPrep NounB1	NounA1 verb SubjAcc1 PNounB1	NounB1 verb SubjAcc1 PNounA1	NounA1 verb NounB1 WrongPLS1 SubjAcc1
13	They don't smudge blotches of ink on the paper.	Blotches of ink were smudged by them.	Blotches of ink were smudged on the paper by them.	Blotches of ink were smudged on the paper.	The paper was smudged by them.	The paper was smudged with blotches of ink by them.	The paper was smudged with blotches of ink.	They don't smudge the paper with blotches of ink.	They were smudged the paper with blotches of ink.	They don't smudge the paper blotches of ink.	They don't smudge on the paper with blotches of ink.	They don't smudge the paper of the printer.	They don't smudge the paper under blotches of ink.	The paper smudge them with blotches of ink.	Blotches of ink smudge them on the paper.	The paper smudge blotches of ink them.	Correct	CRagentact	CRalternation1	CRalternation2	CRNoEmb	CRLexPrep	CrSSM1	CrSSM2	CrAASSM1	True	False	False	False	False	False	False	False	False	subj1 verb NounB1 PNounA1	NounBPass1 VerbPass PSubj1	NounBPass1 VerbPass PNounA1 PSubj1	NounBPass1 VerbPass PNounA1	NounAPass1 VerbPass PSubj1	NounAPass1 VerbPass PNounB1 PSubj1	NounAPass1 VerbPass PNounB1	subj1 verb NounA1 PNounB1	SubjPass1 VerbPass NounA1 PNounB1	subj1 verb NounA1 NounB1	subj1 verb PNounA1 PNounB1	subj1 verb NounA1 EmbPP1	subj1 verb NounA1 WrPrep NounB1	NounA1 verb SubjAcc1 PNounB1	NounB1 verb SubjAcc1 PNounA1	NounA1 verb NounB1 WrongPLS1 SubjAcc1
14	You sow salt on the ground.	Salt was sown by you.	Salt was sown on the ground by you.	Salt was sown on the ground.	The ground was sown by you.	The ground was sown with salt by you.	The ground was sown with salt.	You sow the ground with salt.	You were sown the ground with salt.	You sow the ground salt.	You sow on the ground with salt.	You sow the ground from sea water.	You sow the ground under salt.	The ground sow you with salt.	Salt sow you on the ground.	The ground sow salt you.	Correct	CRagentact	CRalternation1	CRalternation2	CRNoEmb	CRLexPrep	CrSSM1	CrSSM2	CrAASSM1	True	False	False	False	False	False	False	False	False	subj1 verb NounB1 PNounA1	NounBPass1 VerbPass PSubj1	NounBPass1 VerbPass PNounA1 PSubj1	NounBPass1 VerbPass PNounA1	NounAPass1 VerbPass PSubj1	NounAPass1 VerbPass PNounB1 PSubj1	NounAPass1 VerbPass PNounB1	subj1 verb NounA1 PNounB1	SubjPass1 VerbPass NounA1 PNounB1	subj1 verb NounA1 NounB1	subj1 verb PNounA1 PNounB1	subj1 verb NounA1 EmbPP1	subj1 verb NounA1 WrPrep NounB1	NounA1 verb SubjAcc1 PNounB1	NounB1 verb SubjAcc1 PNounA1	NounA1 verb NounB1 WrongPLS1 SubjAcc1
15	It spatters whatever was on the wheel over you.	Whatever was on the wheel was spattered by it.	Whatever was on the wheel was spattered over you by it.	Whatever was on the wheel was spattered over you.	You were spattered by it.	You were spattered with whatever was on the wheel by it.	You were spattered with whatever was on the wheel.	It spatters you with whatever was on the wheel.	It was spattered you with whatever was on the wheel.	It spatters you whatever was on the wheel.	It spatters over you with whatever was on the wheel.	It spatters you of the car.	It spatters you under whatever was on the wheel.	You spatters It with whatever was on the wheel.	Whatever was on the wheel spatters It over you.	You spatters whatever was on the wheel It.	Correct	CRagentact	CRalternation1	CRalternation2	CRNoEmb	CRLexPrep	CrSSM1	CrSSM2	CrAASSM1	True	False	False	False	False	False	False	False	False	subj1 verb NounB1 PNounA1	NounBPass1 VerbPass PSubj1	NounBPass1 VerbPass PNounA1 PSubj1	NounBPass1 VerbPass PNounA1	NounAPass1 VerbPass PSubj1	NounAPass1 VerbPass PNounB1 PSubj1	NounAPass1 VerbPass PNounB1	subj1 verb NounA1 PNounB1	SubjPass1 VerbPass NounA1 PNounB1	subj1 verb NounA1 NounB1	subj1 verb PNounA1 PNounB1	subj1 verb NounA1 EmbPP1	subj1 verb NounA1 WrPrep NounB1	NounA1 verb SubjAcc1 PNounB1	NounB1 verb SubjAcc1 PNounA1	NounA1 verb NounB1 WrongPLS1 SubjAcc1
16	You will splash wine all over your counter.	Wine was splashed by you.	Wine was splashed all over your counter by you.	Wine was splashed all over your counter.	Your counter was splashed by you.	Your counter was splashed with wine by you.	Your counter was splashed with wine.	You will splash your counter with wine.	You were splashed your counter with wine.	You will splash your counter wine.	You will splash all over your counter with wine.	You will splash your counter from France.	You will splash your counter under wine.	Your counter splash you with wine.	Wine splash you all over your counter.	Your counter splash wine you.	Correct	CRagentact	CRalternation1	CRalternation2	CRNoEmb	CRLexPrep	CrSSM1	CrSSM2	CrAASSM1	True	False	False	False	False	False	False	False	False	subj1 verb NounB1 PNounA1	NounBPass1 VerbPass PSubj1	NounBPass1 VerbPass PNounA1 PSubj1	NounBPass1 VerbPass PNounA1	NounAPass1 VerbPass PSubj1	NounAPass1 VerbPass PNounB1 PSubj1	NounAPass1 VerbPass PNounB1	subj1 verb NounA1 PNounB1	SubjPass1 VerbPass NounA1 PNounB1	subj1 verb NounA1 NounB1	subj1 verb PNounA1 PNounB1	subj1 verb NounA1 EmbPP1	subj1 verb NounA1 WrPrep NounB1	NounA1 verb SubjAcc1 PNounB1	NounB1 verb SubjAcc1 PNounA1	NounA1 verb NounB1 WrongPLS1 SubjAcc1
17	Burgers on a flat cast iron pan still splatter fine oil all over the cooktop.	Fine oil was splattered by burgers.	Fine oil was splattered all over the cooktop by burgers.	Fine oil was splattered all over the cooktop.	The cooktop was splattered by burgers.	The cooktop was splattered with fine oil by burgers.	The cooktop was splattered with fine oil.	Burgers on a flat cast iron pan still splatter the cooktop with fine oil.	Burgers were splattered the cooktop with fine oil.	Burgers on a flat cast iron pan still splatter the cooktop fine oil.	Burgers on a flat cast iron pan still splatter all over the cooktop with fine oil.	Burgers on a flat cast iron pan still splatter the cooktop from the valley.	Burgers on a flat cast iron pan still splatter the cooktop under fine oil.	The cooktop splatter burgers on a flat cast iron pan with fine oil.	Fine oil splatter burgers on a flat cast iron pan all over the cooktop.	The cooktop splatter fine oil burgers on a flat cast iron pan.	Correct	CRagentact	CRalternation1	CRalternation2	CRNoEmb	CRLexPrep	CrSSM1	CrSSM2	CrAASSM1	True	False	False	False	False	False	False	False	False	subj1 verb NounB1 PNounA1	NounBPass1 VerbPass PSubj1	NounBPass1 VerbPass PNounA1 PSubj1	NounBPass1 VerbPass PNounA1	NounAPass1 VerbPass PSubj1	NounAPass1 VerbPass PNounB1 PSubj1	NounAPass1 VerbPass PNounB1	subj1 verb NounA1 PNounB1	SubjPass1 VerbPass NounA1 PNounB1	subj1 verb NounA1 NounB1	subj1 verb PNounA1 PNounB1	subj1 verb NounA1 EmbPP1	subj1 verb NounA1 WrPrep NounB1	NounA1 verb SubjAcc1 PNounB1	NounB1 verb SubjAcc1 PNounA1	NounA1 verb NounB1 WrongPLS1 SubjAcc1
18	I sprayed some of the paint into a plastic container.	Some of the paint was sprayed by me.	Some of the paint was sprayed into a plastic container by me.	Some of the paint was sprayed into a plastic container.	A plastic container was sprayed by me.	A plastic container was sprayed with some of the paint by me.	A plastic container was sprayed with some of the paint.	I sprayed a plastic container with some of the paint.	I was sprayed a plastic container with some of the paint.	I sprayed a plastic container some of the paint.	I sprayed into a plastic container with some of the paint.	I sprayed a plastic container from vegetables.	I sprayed a plastic container under some of the paint.	A plastic container sprayed me with some of the paint.	Some of the paint sprayed me into a plastic container.	A plastic container sprayed some of the paint me.	Correct	CRagentact	CRalternation1	CRalternation2	CRNoEmb	CRLexPrep	CrSSM1	CrSSM2	CrAASSM1	True	False	False	False	False	False	False	False	False	subj1 verb NounB1 PNounA1	NounBPass1 VerbPass PSubj1	NounBPass1 VerbPass PNounA1 PSubj1	NounBPass1 VerbPass PNounA1	NounAPass1 VerbPass PSubj1	NounAPass1 VerbPass PNounB1 PSubj1	NounAPass1 VerbPass PNounB1	subj1 verb NounA1 PNounB1	SubjPass1 VerbPass NounA1 PNounB1	subj1 verb NounA1 NounB1	subj1 verb PNounA1 PNounB1	subj1 verb NounA1 EmbPP1	subj1 verb NounA1 WrPrep NounB1	NounA1 verb SubjAcc1 PNounB1	NounB1 verb SubjAcc1 PNounA1	NounA1 verb NounB1 WrongPLS1 SubjAcc1
19	Use the rolled up package to spread the yummy almond butter all over the rice cake.	The yummy almond butter was spread by you.	The yummy almond butter was spread all over the rice cake by you.	The yummy almond butter was spread all over the rice cake.	The rice cake was spread by you.	The rice cake was spread with the yummy almond butter by you.	The rice cake was spread with the yummy almond butter.	Use the rolled up package to spread the rice cake with the yummy almond butter.	Someone was spread the rice cake with the yummy almond butter.	Use the rolled up package to spread the rice cake the yummy almond butter.	Use the rolled up package to spread all over the rice cake with the yummy almond butter.	Use the rolled up package to spread the rice cake from the store.	Use the rolled up package to spread the rice cake under the yummy almond butter.	The rice cake spread someone with the yummy almond butter.	The yummy almond butter spread someone all over the rice cake.	The rice cake spread the yummy almond butter someone.	Correct	CRagentact	CRalternation1	CRalternation2	CRNoEmb	CRLexPrep	CrSSM1	CrSSM2	CrAASSM1	True	False	False	False	False	False	False	False	False	subj1 verb NounB1 PNounA1	NounBPass1 VerbPass PSubj1	NounBPass1 VerbPass PNounA1 PSubj1	NounBPass1 VerbPass PNounA1	NounAPass1 VerbPass PSubj1	NounAPass1 VerbPass PNounB1 PSubj1	NounAPass1 VerbPass PNounB1	subj1 verb NounA1 PNounB1	SubjPass1 VerbPass NounA1 PNounB1	subj1 verb NounA1 NounB1	subj1 verb PNounA1 PNounB1	subj1 verb NounA1 EmbPP1	subj1 verb NounA1 WrPrep NounB1	NounA1 verb SubjAcc1 PNounB1	NounB1 verb SubjAcc1 PNounA1	NounA1 verb NounB1 WrongPLS1 SubjAcc1
20	Sprinkle a little hot pepper over the bacon.	A little hot pepper was sprinkled by you.	A little hot pepper was sprinkled over the bacon by you.	A little hot pepper was sprinkled over the bacon.	The bacon was sprinkled by you.	The bacon was sprinkled with a little hot pepper by you.	The bacon was sprinkled with a little hot pepper.	Sprinkle the bacon with a little hot pepper.	Someone was sprinkled the bacon with a little hot pepper.	Sprinkle the bacon a little hot pepper.	Sprinkle over the bacon with a little hot pepper.	Sprinkle the bacon from China.	Sprinkle the bacon under a little hot pepper.	The bacon sprinkle someone with a little hot pepper.	A little hot pepper sprinkle someone over the bacon.	The bacon sprinkle a little hot pepper someone.	Correct	CRagentact	CRalternation1	CRalternation2	CRNoEmb	CRLexPrep	CrSSM1	CrSSM2	CrAASSM1	True	False	False	False	False	False	False	False	False	subj1 verb NounB1 PNounA1	NounBPass1 VerbPass PSubj1	NounBPass1 VerbPass PNounA1 PSubj1	NounBPass1 VerbPass PNounA1	NounAPass1 VerbPass PSubj1	NounAPass1 VerbPass PNounB1 PSubj1	NounAPass1 VerbPass PNounB1	subj1 verb NounA1 PNounB1	SubjPass1 VerbPass NounA1 PNounB1	subj1 verb NounA1 NounB1	subj1 verb PNounA1 PNounB1	subj1 verb NounA1 EmbPP1	subj1 verb NounA1 WrPrep NounB1	NounA1 verb SubjAcc1 PNounB1	NounB1 verb SubjAcc1 PNounA1	NounA1 verb NounB1 WrongPLS1 SubjAcc1
21	I spritz low fat oil over the fish.	Low fat oil was spritzed by me.	Low fat oil was spritzed over the fish by me.	Low fat oil was spritzed over the fish.	The fish was spritzed by me.	The fish was spritzed with low fait oil by me.	The fish was spritzed with low fait oil.	I spritz the fish with low fait oil.	I was spritzed the fish with low fait oil.	I spritz the fish low fat oil.	I spritz over the fish with low fait oil.	I spritz the fish of peanuts.	I spritz the fish under low fat oil.	The fish spritz me with low fait oil.	Low fat oil spritz me over the fish.	The fish spritz low fat oil me.	Correct	CRagentact	CRalternation1	CRalternation2	CRNoEmb	CRLexPrep	CrSSM1	CrSSM2	CrAASSM1	True	False	False	False	False	False	False	False	False	subj1 verb NounB1 PNounA1	NounBPass1 VerbPass PSubj1	NounBPass1 VerbPass PNounA1 PSubj1	NounBPass1 VerbPass PNounA1	NounAPass1 VerbPass PSubj1	NounAPass1 VerbPass PNounB1 PSubj1	NounAPass1 VerbPass PNounB1	subj1 verb NounA1 PNounB1	SubjPass1 VerbPass NounA1 PNounB1	subj1 verb NounA1 NounB1	subj1 verb PNounA1 PNounB1	subj1 verb NounA1 EmbPP1	subj1 verb NounA1 WrPrep NounB1	NounA1 verb SubjAcc1 PNounB1	NounB1 verb SubjAcc1 PNounA1	NounA1 verb NounB1 WrongPLS1 SubjAcc1
22	It spurts the green liquid all over the place.	The green liquid was spurted by it.	The green liquid was spurted all over the place by it.	The green liquid was spurted all over the place.	The place was spurted by it.	The place was spurted with the green liquid by it.	The place was spurted with the green liquid.	It spurts the place with the green liquid.	It was spurted the place with the green liquid.	It spurts the place the green liquid.	It spurts all over the place with the green liquid.	It spurts the place from below.	It spurts the place under the green liquid.	The place spurts it with the green liquid.	The green liquid spurts it all over the place.	The place spurts the green liquid it.	Correct	CRagentact	CRalternation1	CRalternation2	CRNoEmb	CRLexPrep	CrSSM1	CrSSM2	CrAASSM1	True	False	False	False	False	False	False	False	False	subj1 verb NounB1 PNounA1	NounBPass1 VerbPass PSubj1	NounBPass1 VerbPass PNounA1 PSubj1	NounBPass1 VerbPass PNounA1	NounAPass1 VerbPass PSubj1	NounAPass1 VerbPass PNounB1 PSubj1	NounAPass1 VerbPass PNounB1	subj1 verb NounA1 PNounB1	SubjPass1 VerbPass NounA1 PNounB1	subj1 verb NounA1 NounB1	subj1 verb PNounA1 PNounB1	subj1 verb NounA1 EmbPP1	subj1 verb NounA1 WrPrep NounB1	NounA1 verb SubjAcc1 PNounB1	NounB1 verb SubjAcc1 PNounA1	NounA1 verb NounB1 WrongPLS1 SubjAcc1
23	You have to squirt a tiny bit of oil in the inside.	A tiny bit of oil was squirted by you.	A tiny bit of oil was squirted in the inside by you.	A tiny bit of oil was squirted in the inside.	The inside was squirted by you.	The inside was squirted with a tiny bit of oil by you.	The inside was squirted with a tiny bit of oil.	You have to squirt the inside with a tiny bit of oil.	You were squirted the inside with a tiny bit of oil.	You have to squirt the inside a tiny bit of oil.	You have to squirt in the inside with a tiny bit of oil.	You have to squirt the inside of butter.	You have to squirt the inside under a tiny bit of oil.	The inside squirt you with a tiny bit of oil.	A tiny bit of oil squirt you in the inside.	The inside squirt a tiny bit of oil you.	Correct	CRagentact	CRalternation1	CRalternation2	CRNoEmb	CRLexPrep	CrSSM1	CrSSM2	CrAASSM1	True	False	False	False	False	False	False	False	False	subj1 verb NounB1 PNounA1	NounBPass1 VerbPass PSubj1	NounBPass1 VerbPass PNounA1 PSubj1	NounBPass1 VerbPass PNounA1	NounAPass1 VerbPass PSubj1	NounAPass1 VerbPass PNounB1 PSubj1	NounAPass1 VerbPass PNounB1	subj1 verb NounA1 PNounB1	SubjPass1 VerbPass NounA1 PNounB1	subj1 verb NounA1 NounB1	subj1 verb PNounA1 PNounB1	subj1 verb NounA1 EmbPP1	subj1 verb NounA1 WrPrep NounB1	NounA1 verb SubjAcc1 PNounB1	NounB1 verb SubjAcc1 PNounA1	NounA1 verb NounB1 WrongPLS1 SubjAcc1
24	The other place just sticks the OEM drive in a box.	The OEM drive was sticked by the other place.	The OEM drive was sticked in a box by the other place.	The OEM drive was sticked in a box.	A box was sticked by the other place.	A box was sticked with the OEM drive by the other place.	A box was sticked with the OEM drive.	The other place just sticks a box with the OEM drive.	The other place was sticked a box with the OEM drive.	The other place just sticks a box the OEM drive.	The other place just sticks in a box with the OEM drive.	The other place just sticks a box for storage.	The other place just sticks a box under the OEM drive.	A box sticks the other place with the OEM drive.	The OEM drive sticks the other place in a box.	A box sticks the OEM drive the other place.	Correct	CRagentact	CRalternation1	CRalternation2	CRNoEmb	CRLexPrep	CrSSM1	CrSSM2	CrAASSM1	True	False	False	False	False	False	False	False	False	subj1 verb NounB1 PNounA1	NounBPass1 VerbPass PSubj1	NounBPass1 VerbPass PNounA1 PSubj1	NounBPass1 VerbPass PNounA1	NounAPass1 VerbPass PSubj1	NounAPass1 VerbPass PNounB1 PSubj1	NounAPass1 VerbPass PNounB1	subj1 verb NounA1 PNounB1	SubjPass1 VerbPass NounA1 PNounB1	subj1 verb NounA1 NounB1	subj1 verb PNounA1 PNounB1	subj1 verb NounA1 EmbPP1	subj1 verb NounA1 WrPrep NounB1	NounA1 verb SubjAcc1 PNounB1	NounB1 verb SubjAcc1 PNounA1	NounA1 verb NounB1 WrongPLS1 SubjAcc1
25	Flanagan strews plenty of historical backstory in the story.	Plenty of historical backstory was strewed by Flanagan.	Plenty of historical backstory was strewed in the story by Flanagan.	Plenty of historical backstory was strewed in the story.	The story was strewed by Flanagan.	The story was strewed with plenty of historical backstory by Flanagan.	The story was strewed with plenty of historical backstory.	Flanagan strews the story with plenty of historical backstory.	Flanagan was strewed the story with plenty of historical backstory.	Flanagan strews the story plenty of historical backstory.	Flanagan strews in the story with plenty of historical backstory.	Flanagan strews the story of the game.	Flanagan strews the story under plenty of historical backstory.	The story strews Flanagan with plenty of historical backstory.	Plenty of historical backstory strews Flanagan in the story.	The story strews plenty of historical backstory Flanagan.	Correct	CRagentact	CRalternation1	CRalternation2	CRNoEmb	CRLexPrep	CrSSM1	CrSSM2	CrAASSM1	True	False	False	False	False	False	False	False	False	subj1 verb NounB1 PNounA1	NounBPass1 VerbPass PSubj1	NounBPass1 VerbPass PNounA1 PSubj1	NounBPass1 VerbPass PNounA1	NounAPass1 VerbPass PSubj1	NounAPass1 VerbPass PNounB1 PSubj1	NounAPass1 VerbPass PNounB1	subj1 verb NounA1 PNounB1	SubjPass1 VerbPass NounA1 PNounB1	subj1 verb NounA1 NounB1	subj1 verb PNounA1 PNounB1	subj1 verb NounA1 EmbPP1	subj1 verb NounA1 WrPrep NounB1	NounA1 verb SubjAcc1 PNounB1	NounB1 verb SubjAcc1 PNounA1	NounA1 verb NounB1 WrongPLS1 SubjAcc1
26	I strung these lights over it.	These lights were strung by me.	These lights were strung over it by me.	These lights were strung over it.	It was strung by me.	It was strung with these lights by me.	It was strung with these lights.	I strung it with these lights.	I was strung it with these lights.	I strung it these lights.	I strung over it with these lights.	I strung it for illumination.	I strung it under these lights.	It strung me with these lights.	These lights strung me over it.	It strung these lights me.	Correct	CRagentact	CRalternation1	CRalternation2	CRNoEmb	CRLexPrep	CrSSM1	CrSSM2	CrAASSM1	True	False	False	False	False	False	False	False	False	subj1 verb NounB1 PNounA1	NounBPass1 VerbPass PSubj1	NounBPass1 VerbPass PNounA1 PSubj1	NounBPass1 VerbPass PNounA1	NounAPass1 VerbPass PSubj1	NounAPass1 VerbPass PNounB1 PSubj1	NounAPass1 VerbPass PNounB1	subj1 verb NounA1 PNounB1	SubjPass1 VerbPass NounA1 PNounB1	subj1 verb NounA1 NounB1	subj1 verb PNounA1 PNounB1	subj1 verb NounA1 EmbPP1	subj1 verb NounA1 WrPrep NounB1	NounA1 verb SubjAcc1 PNounB1	NounB1 verb SubjAcc1 PNounA1	NounA1 verb NounB1 WrongPLS1 SubjAcc1
27	I carefully swab rubbing alcohol over the bulbs.	Rubbing alcohol was swabbed carefully by me.	Rubbing alcohol was swabbed over the bulbs carefully by me.	Rubbing alcohol was swabbed over the bulbs.	The bulb was swabbed carefully by me.	The bulb was swabbed with rubbing alcohol carefully by me.	The bulb was swabbed with rubbing alcohol.	I carefully swab the bulbs with rubbing alcohol.	I was swabbed the bulbs with rubbing alcohol.	I carefully swab the bulbs rubbing alcohol.	I carefully swab over the bulbs with rubbing alcohol.	I carefully swab the bulbs from the supermarket.	I carefully swab the bulbs under rubbing alcohol.	The bulbs swab me with rubbing alcohol.	Rubbing alcohol swab me over the bulbs.	The bulbs swab rubbing alcohol me.	Correct	CRagentact	CRalternation1	CRalternation2	CRNoEmb	CRLexPrep	CrSSM1	CrSSM2	CrAASSM1	True	False	False	False	False	False	False	False	False	subj1 verb NounB1 PNounA1	NounBPass1 VerbPass PSubj1	NounBPass1 VerbPass PNounA1 PSubj1	NounBPass1 VerbPass PNounA1	NounAPass1 VerbPass PSubj1	NounAPass1 VerbPass PNounB1 PSubj1	NounAPass1 VerbPass PNounB1	subj1 verb NounA1 PNounB1	SubjPass1 VerbPass NounA1 PNounB1	subj1 verb NounA1 NounB1	subj1 verb PNounA1 PNounB1	subj1 verb NounA1 EmbPP1	subj1 verb NounA1 WrPrep NounB1	NounA1 verb SubjAcc1 PNounB1	NounB1 verb SubjAcc1 PNounA1	NounA1 verb NounB1 WrongPLS1 SubjAcc1
28	I clean the filter monthly and swash some tank water over the biomedia.	Some tank water was swashed by me.	Some tank water was swashed over the biomedia by me.	Some tank water was swashed over the biomedia.	The biomedia was swashed by me.	The biomedia was swashed with some tank water by me.	The biomedia was swashed with some tank water.	I clean the filter monthly and swash the biomedia with some tank water.	I was swashed the biomedia with some tank water.	I clean the filter monthly and swash the biomedia some tank water.	I clean the filter monthly and swash over the biomedia with some tank water.	I clean the filter monthly and swash the biomedia from the reservoir.	I clean the filter monthly and swash the biomedia under some tank water.	The biomedia swash me with some tank water.	Some tank water swash me over the biomedia.	The biomedia swash some tank water me.	Correct	CRagentact	CRalternation1	CRalternation2	CRNoEmb	CRLexPrep	CrSSM1	CrSSM2	CrAASSM1	True	False	False	False	False	False	False	False	False	subj1 verb NounB1 PNounA1	NounBPass1 VerbPass PSubj1	NounBPass1 VerbPass PNounA1 PSubj1	NounBPass1 VerbPass PNounA1	NounAPass1 VerbPass PSubj1	NounAPass1 VerbPass PNounB1 PSubj1	NounAPass1 VerbPass PNounB1	subj1 verb NounA1 PNounB1	SubjPass1 VerbPass NounA1 PNounB1	subj1 verb NounA1 NounB1	subj1 verb PNounA1 PNounB1	subj1 verb NounA1 EmbPP1	subj1 verb NounA1 WrPrep NounB1	NounA1 verb SubjAcc1 PNounB1	NounB1 verb SubjAcc1 PNounA1	NounA1 verb NounB1 WrongPLS1 SubjAcc1
29	He wraps it around his neck.	It was wrapped by him.	It was wrapped around his neck by him.	It was wrapped around his neck.	His neck was wrapped by him.	His neck was wrapped with it by him.	His neck was wrapped with it.	He wraps his neck with it.	He was wrapped his neck with it.	He wraps his neck it.	He wraps around his neck with it.	He wraps his neck with ease.	He wraps his neck under it.	His neck wraps him with it.	It wraps him around his neck.	His neck wraps it him.	Correct	CRagentact	CRalternation1	CRalternation2	CRNoEmb	CRLexPrep	CrSSM1	CrSSM2	CrAASSM1	True	False	False	False	False	False	False	False	False	subj1 verb NounB1 PNounA1	NounBPass1 VerbPass PSubj1	NounBPass1 VerbPass PNounA1 PSubj1	NounBPass1 VerbPass PNounA1	NounAPass1 VerbPass PSubj1	NounAPass1 VerbPass PNounB1 PSubj1	NounAPass1 VerbPass PNounB1	subj1 verb NounA1 PNounB1	SubjPass1 VerbPass NounA1 PNounB1	subj1 verb NounA1 NounB1	subj1 verb PNounA1 PNounB1	subj1 verb NounA1 EmbPP1	subj1 verb NounA1 WrPrep NounB1	NounA1 verb SubjAcc1 PNounB1	NounB1 verb SubjAcc1 PNounA1	NounA1 verb NounB1 WrongPLS1 SubjAcc1
