ID	Sent_1	Sent_2	Sent_3	Sent_4	Sent_5	Sent_6	Sent_7	Answer_1	Answer_2	Answer_3	Answer_4	Answer_5	Answer_6	Answer_7	Answer_8	Answer_9	Answer_label_1	Answer_label_2	Answer_label_3	Answer_label_4	Answer_label_5	Answer_label_6	Answer_label_7	Answer_label_8	Answer_label_9	Answer_value_1	Answer_value_2	Answer_value_3	Answer_value_4	Answer_value_5	Answer_value_6	Answer_value_7	Answer_value_8	Answer_value_9	Sent_template_1	Sent_template_2	Sent_template_3	Sent_template_4	Sent_template_5	Sent_template_6	Sent_template_7	Answer_template_1	Answer_template_2	Answer_template_3	Answer_template_4	Answer_template_5	Answer_template_6	Answer_template_7	Answer_template_8	Answer_template_9
98	An evil creature called Gnasty Gnorc scatters the dragon world with the creature.	The creatures were scattered by the orb.	The creatures were scattered all over the dragon world by the orb.	The creatures were scattered all over the dragon world.	The dragon world was scattered by the orb.	The dragon world was scattered with the creature by the orb.	The dragon world was scattered with the creature.	An evil creature called Gnasty Gnorc scatters the creatures all over the dragon world.	The orb was scattered the creatures all over the dragon world.	An evil creature called Gnasty Gnorc scatters the creatures the dragon world.	An evil creature called Gnasty Gnorc scatters with the creature all over the dragon world.	An evil creature called Gnasty Gnorc scatters the creatures made of steel.	An evil creature called Gnasty Gnorc scatters the creatures under the dragon world.	The creatures scatters the orb all over the dragon world.	The dragon world scatters the orb with the creature.	The creatures scatters the dragon world the orb.	Correct	CRagentact	CRalternation1	CRalternation2	CRNoEmb	CRLexPrep	CrSSM1	CrSSM2	CrAASSM1	True	False	False	False	False	False	False	False	False	subj1 verb NounA1 PNounB4	NounBPass4 VerbPass PSubj4	NounBPass4 VerbPass PNounA1 PSubj4	NounBPass4 VerbPass PNounA1	NounAPass1 VerbPass PSubj4	NounAPass1 VerbPass PNounB4 PSubj4	NounAPass1 VerbPass PNounB4	subj1 verb NounB4 PNounA1	SubjPass4 VerbPass NounB4 PNounA1	subj1 verb NounB4 NounA1	subj1 verb PNounB4 PNounA1	subj1 verb NounB4 EmbPP4	subj1 verb NounB4 WrPrep NounA1	NounB4 verb SubjAcc4 PNounA1	NounA1 verb SubjAcc4 PNounB4	NounB4 verb NounA1 WrongPLS4 SubjAcc4
63	I will hang my wall with paintings.	Paintings were hung by grandma.	Paintings were hung on my wall by grandma.	Paintings were hung on my wall.	My wall was hung by grandma.	My wall was hung with paintings by grandma.	My wall was hung with paintings.	I will hang paintings on my wall.	Grandma was hung paintings on my wall.	I will hang paintings my wall.	I will hang with paintings on my wall.	I will hang paintings of saints.	I will hang paintings under my wall.	Paintings will hang grandma on my wall.	My wall will hang grandma with paintings.	Paintings will hang my wall grandma.	Correct	CRagentact	CRalternation1	CRalternation2	CRNoEmb	CRLexPrep	CrSSM1	CrSSM2	CrAASSM1	True	False	False	False	False	False	False	False	False	subj1 verb NounA1 PNounB3	NounBPass3 VerbPass PSubj3	NounBPass3 VerbPass PNounA1 PSubj3	NounBPass3 VerbPass PNounA1	NounAPass1 VerbPass PSubj3	NounAPass1 VerbPass PNounB3 PSubj3	NounAPass1 VerbPass PNounB3	subj1 verb NounB3 PNounA1	SubjPass3 VerbPass NounB3 PNounA1	subj1 verb NounB3 NounA1	subj1 verb PNounB3 PNounA1	subj1 verb NounB3 EmbPP3	subj1 verb NounB3 WrPrep NounA1	NounB3 verb SubjAcc3 PNounA1	NounA1 verb SubjAcc3 PNounB3	NounB3 verb NounA1 WrongPLS3 SubjAcc3
7	You simply rub the writing marks with the eraser.	The eraser was rubbed by you.	The eraser was rubbed on the writing marks by you.	The eraser was rubbed on the writing marks.	The writing marks were rubbed by you.	The writing marks were rubbed with the eraser by you.	The writing marks were rubbed with the eraser.	You simply rub the eraser on the writing marks.	You were rubbed the eraser on the writing marks.	You simply rub the eraser the writing marks.	You simply rub with the eraser on the writing marks.	You simply rub the eraser of her pencil.	You simply rub the eraser under the writing marks.	The eraser rub you on the writing marks.	The writing marks rub you with the eraser.	The eraser rub the writing marks you.	Correct	CRagentact	CRalternation1	CRalternation2	CRNoEmb	CRLexPrep	CrSSM1	CrSSM2	CrAASSM1	True	False	False	False	False	False	False	False	False	subj1 verb NounA1 PNounB1	NounBPass1 VerbPass PSubj1	NounBPass1 VerbPass PNounA1 PSubj1	NounBPass1 VerbPass PNounA1	NounAPass1 VerbPass PSubj1	NounAPass1 VerbPass PNounB1 PSubj1	NounAPass1 VerbPass PNounB1	subj1 verb NounB1 PNounA1	SubjPass1 VerbPass NounB1 PNounA1	subj1 verb NounB1 NounA1	subj1 verb PNounB1 PNounA1	subj1 verb NounB1 EmbPP1	subj1 verb NounB1 WrPrep NounA1	NounB1 verb SubjAcc1 PNounA1	NounA1 verb SubjAcc1 PNounB1	NounB1 verb NounA1 WrongPLS1 SubjAcc1
13	They don't smudge the paper with blotches of ink.	Blotches of ink were smudged by them.	Blotches of ink were smudged on the paper by them.	Blotches of ink were smudged on the paper.	The paper was smudged by them.	The paper was smudged with blotches of ink by them.	The paper was smudged with blotches of ink.	They don't smudge blotches of ink on the paper.	They were smudged blotches of ink on the paper.	They don't smudge blotches of ink the paper.	They don't smudge with blotches of ink on the paper.	They don't smudge blotches of ink of the printer.	They don't smudge blotches of ink under the paper.	Blotches of ink smudge them on the paper.	The paper smudge them with blotches of ink.	Blotches of ink smudge the paper them.	Correct	CRagentact	CRalternation1	CRalternation2	CRNoEmb	CRLexPrep	CrSSM1	CrSSM2	CrAASSM1	True	False	False	False	False	False	False	False	False	subj1 verb NounA1 PNounB1	NounBPass1 VerbPass PSubj1	NounBPass1 VerbPass PNounA1 PSubj1	NounBPass1 VerbPass PNounA1	NounAPass1 VerbPass PSubj1	NounAPass1 VerbPass PNounB1 PSubj1	NounAPass1 VerbPass PNounB1	subj1 verb NounB1 PNounA1	SubjPass1 VerbPass NounB1 PNounA1	subj1 verb NounB1 NounA1	subj1 verb PNounB1 PNounA1	subj1 verb NounB1 EmbPP1	subj1 verb NounB1 WrPrep NounA1	NounB1 verb SubjAcc1 PNounA1	NounA1 verb SubjAcc1 PNounB1	NounB1 verb NounA1 WrongPLS1 SubjAcc1
22	It spurts the place with the green liquid.	The green liquid was spurted by it.	The green liquid was spurted all over the place by it.	The green liquid was spurted all over the place.	The place was spurted by it.	The place was spurted with the green liquid by it.	The place was spurted with the green liquid.	It spurts the green liquid all over the place.	It was spurted the green liquid all over the place.	It spurts the green liquid the place.	It spurts with the green liquid all over the place.	It spurts the green liquid from below.	It spurts the green liquid under the place.	The green liquid spurts it all over the place.	The place spurts it with the green liquid.	The green liquid spurts the place it.	Correct	CRagentact	CRalternation1	CRalternation2	CRNoEmb	CRLexPrep	CrSSM1	CrSSM2	CrAASSM1	True	False	False	False	False	False	False	False	False	subj1 verb NounA1 PNounB1	NounBPass1 VerbPass PSubj1	NounBPass1 VerbPass PNounA1 PSubj1	NounBPass1 VerbPass PNounA1	NounAPass1 VerbPass PSubj1	NounAPass1 VerbPass PNounB1 PSubj1	NounAPass1 VerbPass PNounB1	subj1 verb NounB1 PNounA1	SubjPass1 VerbPass NounB1 PNounA1	subj1 verb NounB1 NounA1	subj1 verb PNounB1 PNounA1	subj1 verb NounB1 EmbPP1	subj1 verb NounB1 WrPrep NounA1	NounB1 verb SubjAcc1 PNounA1	NounA1 verb SubjAcc1 PNounB1	NounB1 verb NounA1 WrongPLS1 SubjAcc1
89	He wraps his neck with rope.	Rope was wrapped by someone.	Rope was wrapped around his neck by someone.	Rope was wrapped around his neck.	His neck was wrapped by someone.	His neck was wrapped with rope by someone.	His neck was wrapped with rope.	He wraps rope around his neck.	Someone was wrapped rope around his neck.	He wraps rope his neck.	He wraps with rope around his neck.	He wraps rope of silk.	He wraps rope under his neck.	Rope wraps someone around his neck.	His neck wraps someone with rope.	Rope wraps his neck someone.	Correct	CRagentact	CRalternation1	CRalternation2	CRNoEmb	CRLexPrep	CrSSM1	CrSSM2	CrAASSM1	True	False	False	False	False	False	False	False	False	subj1 verb NounA1 PNounB3	NounBPass3 VerbPass PSubj3	NounBPass3 VerbPass PNounA1 PSubj3	NounBPass3 VerbPass PNounA1	NounAPass1 VerbPass PSubj3	NounAPass1 VerbPass PNounB3 PSubj3	NounAPass1 VerbPass PNounB3	subj1 verb NounB3 PNounA1	SubjPass3 VerbPass NounB3 PNounA1	subj1 verb NounB3 NounA1	subj1 verb PNounB3 PNounA1	subj1 verb NounB3 EmbPP3	subj1 verb NounB3 WrPrep NounA1	NounB3 verb SubjAcc3 PNounA1	NounA1 verb SubjAcc3 PNounB3	NounB3 verb NounA1 WrongPLS3 SubjAcc3
5	The record company plastered the album cover with a big label.	A big label was plastered by the record company.	A big label was plastered on the album cover by the record company.	A big label was plastered on the album cover.	The album cover was plastered by the record company.	The album cover was plastered with a big label by the record company.	The album cover was plastered with a big label.	The record company plastered a big label on the album cover.	The record company was plastered a big label on the album cover.	The record company plastered a big label the album cover.	The record company plastered with a big label on the album cover.	The record company plastered a big label of the music industry.	The record company plastered a big label under the album cover.	A big label plastered the record company on the album cover.	The album cover plastered the record company with a big label.	A big label plastered the album cover the record company.	Correct	CRagentact	CRalternation1	CRalternation2	CRNoEmb	CRLexPrep	CrSSM1	CrSSM2	CrAASSM1	True	False	False	False	False	False	False	False	False	subj1 verb NounA1 PNounB1	NounBPass1 VerbPass PSubj1	NounBPass1 VerbPass PNounA1 PSubj1	NounBPass1 VerbPass PNounA1	NounAPass1 VerbPass PSubj1	NounAPass1 VerbPass PNounB1 PSubj1	NounAPass1 VerbPass PNounB1	subj1 verb NounB1 PNounA1	SubjPass1 VerbPass NounB1 PNounA1	subj1 verb NounB1 NounA1	subj1 verb PNounB1 PNounA1	subj1 verb NounB1 EmbPP1	subj1 verb NounB1 WrPrep NounA1	NounB1 verb SubjAcc1 PNounA1	NounA1 verb SubjAcc1 PNounB1	NounB1 verb NounA1 WrongPLS1 SubjAcc1
77	Burgers on a flat cast iron pan still splatter the cooktop with the grease.	The grease was splattered by the noodles.	The grease was splattered all over the cooktop by the noodles.	The grease was splattered all over the cooktop.	The cooktop was splattered by the noodles.	The cooktop was splattered with the grease by the noodles.	The cooktop was splattered with the grease.	Burgers on a flat cast iron pan still splatter the grease all over the cooktop.	The noodles were splattered the grease all over the cooktop.	Burgers on a flat cast iron pan still splatter the grease the cooktop.	Burgers on a flat cast iron pan still splatter with the grease all over the cooktop.	Burgers on a flat cast iron pan still splatter the grease of the meat.	Burgers on a flat cast iron pan still splatter the grease under the cooktop.	The grease splatter the noodles all over the cooktop.	The cooktop splatter the noodles with the grease.	The grease splatter the cooktop the noodles.	Correct	CRagentact	CRalternation1	CRalternation2	CRNoEmb	CRLexPrep	CrSSM1	CrSSM2	CrAASSM1	True	False	False	False	False	False	False	False	False	subj1 verb NounA1 PNounB3	NounBPass3 VerbPass PSubj3	NounBPass3 VerbPass PNounA1 PSubj3	NounBPass3 VerbPass PNounA1	NounAPass1 VerbPass PSubj3	NounAPass1 VerbPass PNounB3 PSubj3	NounAPass1 VerbPass PNounB3	subj1 verb NounB3 PNounA1	SubjPass3 VerbPass NounB3 PNounA1	subj1 verb NounB3 NounA1	subj1 verb PNounB3 PNounA1	subj1 verb NounB3 EmbPP3	subj1 verb NounB3 WrPrep NounA1	NounB3 verb SubjAcc3 PNounA1	NounA1 verb SubjAcc3 PNounB3	NounB3 verb NounA1 WrongPLS3 SubjAcc3
9	Lewitt and Dubner promote a strategy to seed the atmosphere with sulfur.	Sulfur was seeded by Lewitt and Dubner.	Sulfur was seeded into the atmosphere by Lewitt and Dubner.	Sulfur was seeded into the atmosphere.	The atmosphere was seeded by Lewitt and Dubner.	The atmosphere was seeded with sulfur by Lewitt and Dubner.	The atmosphere was seeded with sulfur.	Lewitt and Dubner promote a strategy to seed sulfur into the atmosphere.	Lewitt and Dubner were seeded sulfur into the atmosphere.	Lewitt and Dubner promote a strategy to seed sulfur the atmosphere.	Lewitt and Dubner promote a strategy to seed with sulfur into the atmosphere.	Lewitt and Dubner promote a strategy to seed sulfur of volcanic origin.	Lewitt and Dubner promote a strategy to seed sulfur under the atmosphere.	Sulfur seed Lewitt and Dubner into the atmosphere.	The atmosphere seed Lewitt and Dubner with sulfur.	Sulfur seed the atmosphere Lewitt and Dubner.	Correct	CRagentact	CRalternation1	CRalternation2	CRNoEmb	CRLexPrep	CrSSM1	CrSSM2	CrAASSM1	True	False	False	False	False	False	False	False	False	subj1 verb NounA1 PNounB1	NounBPass1 VerbPass PSubj1	NounBPass1 VerbPass PNounA1 PSubj1	NounBPass1 VerbPass PNounA1	NounAPass1 VerbPass PSubj1	NounAPass1 VerbPass PNounB1 PSubj1	NounAPass1 VerbPass PNounB1	subj1 verb NounB1 PNounA1	SubjPass1 VerbPass NounB1 PNounA1	subj1 verb NounB1 NounA1	subj1 verb PNounB1 PNounA1	subj1 verb NounB1 EmbPP1	subj1 verb NounB1 WrPrep NounA1	NounB1 verb SubjAcc1 PNounA1	NounA1 verb SubjAcc1 PNounB1	NounB1 verb NounA1 WrongPLS1 SubjAcc1
3	I will hang my wall with it.	It was hung by me.	It was hung on my wall by me.	It was hung on my wall.	My wall was hung by me.	My wall was hung with it by me.	My wall was hung with it.	I will hang it on my wall.	I was hung it on my wall.	I will hang it my wall.	I will hang with it on my wall.	I will hang it with ease.	I will hang it under my wall.	It will hang me on my wall.	My wall will hang me with it.	It will hang my wall me.	Correct	CRagentact	CRalternation1	CRalternation2	CRNoEmb	CRLexPrep	CrSSM1	CrSSM2	CrAASSM1	True	False	False	False	False	False	False	False	False	subj1 verb NounA1 PNounB1	NounBPass1 VerbPass PSubj1	NounBPass1 VerbPass PNounA1 PSubj1	NounBPass1 VerbPass PNounA1	NounAPass1 VerbPass PSubj1	NounAPass1 VerbPass PNounB1 PSubj1	NounAPass1 VerbPass PNounB1	subj1 verb NounB1 PNounA1	SubjPass1 VerbPass NounB1 PNounA1	subj1 verb NounB1 NounA1	subj1 verb PNounB1 PNounA1	subj1 verb NounB1 EmbPP1	subj1 verb NounB1 WrPrep NounA1	NounB1 verb SubjAcc1 PNounA1	NounA1 verb SubjAcc1 PNounB1	NounB1 verb NounA1 WrongPLS1 SubjAcc1
18	I sprayed a plastic container with some of the paint.	Some of the paint was sprayed by me.	Some of the paint was sprayed into a plastic container by me.	Some of the paint was sprayed into a plastic container.	A plastic container was sprayed by me.	A plastic container was sprayed with some of the paint by me.	A plastic container was sprayed with some of the paint.	I sprayed some of the paint into a plastic container.	I was sprayed some of the paint into a plastic container.	I sprayed some of the paint a plastic container.	I sprayed with some of the paint into a plastic container.	I sprayed some of the paint from vegetables.	I sprayed some of the paint under a plastic container.	Some of the paint sprayed me into a plastic container.	A plastic container sprayed me with some of the paint.	Some of the paint sprayed a plastic container me.	Correct	CRagentact	CRalternation1	CRalternation2	CRNoEmb	CRLexPrep	CrSSM1	CrSSM2	CrAASSM1	True	False	False	False	False	False	False	False	False	subj1 verb NounA1 PNounB1	NounBPass1 VerbPass PSubj1	NounBPass1 VerbPass PNounA1 PSubj1	NounBPass1 VerbPass PNounA1	NounAPass1 VerbPass PSubj1	NounAPass1 VerbPass PNounB1 PSubj1	NounAPass1 VerbPass PNounB1	subj1 verb NounB1 PNounA1	SubjPass1 VerbPass NounB1 PNounA1	subj1 verb NounB1 NounA1	subj1 verb PNounB1 PNounA1	subj1 verb NounB1 EmbPP1	subj1 verb NounB1 WrPrep NounA1	NounB1 verb SubjAcc1 PNounA1	NounA1 verb SubjAcc1 PNounB1	NounB1 verb NounA1 WrongPLS1 SubjAcc1
97	You simply rub the writing marks with the pad.	The pad was rubbed by the designers.	The pad was rubbed on the writing marks by the designers.	The pad was rubbed on the writing marks.	The writing marks were rubbed by the designers.	The writing marks were rubbed with the pad by the designers.	The writing marks were rubbed with the pad.	You simply rub the pad on the writing marks.	The designers were rubbed the pad on the writing marks.	You simply rub the pad the writing marks.	You simply rub with the pad on the writing marks.	You simply rub the pad in the keyboard.	You simply rub the pad under the writing marks.	The pad rub the designers on the writing marks.	The writing marks rub the designers with the pad.	The pad rub the writing marks the designers.	Correct	CRagentact	CRalternation1	CRalternation2	CRNoEmb	CRLexPrep	CrSSM1	CrSSM2	CrAASSM1	True	False	False	False	False	False	False	False	False	subj1 verb NounA1 PNounB4	NounBPass4 VerbPass PSubj4	NounBPass4 VerbPass PNounA1 PSubj4	NounBPass4 VerbPass PNounA1	NounAPass1 VerbPass PSubj4	NounAPass1 VerbPass PNounB4 PSubj4	NounAPass1 VerbPass PNounB4	subj1 verb NounB4 PNounA1	SubjPass4 VerbPass NounB4 PNounA1	subj1 verb NounB4 NounA1	subj1 verb PNounB4 PNounA1	subj1 verb NounB4 EmbPP4	subj1 verb NounB4 WrPrep NounA1	NounB4 verb SubjAcc4 PNounA1	NounA1 verb SubjAcc4 PNounB4	NounB4 verb NounA1 WrongPLS4 SubjAcc4
74	You sow the ground with the grain.	The grain was sown by the monks.	The grain was sown on the ground by the monks.	The grain was sown on the ground.	The ground was sown by the monks.	The ground was sown with the grain by the monks.	The ground was sown with the grain.	You sow the grain on the ground.	The monks were sown the grain on the ground.	You sow the grain the ground.	You sow with the grain on the ground.	You sow the grain of barley.	You sow the grain under the ground.	The grain sow the monks on the ground.	The ground sow the monks with the grain.	The grain sow the ground the monks.	Correct	CRagentact	CRalternation1	CRalternation2	CRNoEmb	CRLexPrep	CrSSM1	CrSSM2	CrAASSM1	True	False	False	False	False	False	False	False	False	subj1 verb NounA1 PNounB3	NounBPass3 VerbPass PSubj3	NounBPass3 VerbPass PNounA1 PSubj3	NounBPass3 VerbPass PNounA1	NounAPass1 VerbPass PSubj3	NounAPass1 VerbPass PNounB3 PSubj3	NounAPass1 VerbPass PNounB3	subj1 verb NounB3 PNounA1	SubjPass3 VerbPass NounB3 PNounA1	subj1 verb NounB3 NounA1	subj1 verb PNounB3 PNounA1	subj1 verb NounB3 EmbPP3	subj1 verb NounB3 WrPrep NounA1	NounB3 verb SubjAcc3 PNounA1	NounA1 verb SubjAcc3 PNounB3	NounB3 verb NounA1 WrongPLS3 SubjAcc3
31	I brushed yellow plastic cups with mascara.	They were brushed by the bartender.	They were brushed onto yellow plastic cups by the bartender.	They were brushed onto yellow plastic cups.	Yellow plastic cups was brushed by the bartender.	Yellow plastic cups was brushed with mascara by the bartender.	Yellow plastic cups was brushed with mascara.	I brushed mascara onto yellow plastic cups.	The bartender was brushed mascara onto yellow plastic cups.	I brushed mascara yellow plastic cups.	I brushed with mascara onto yellow plastic cups.	I brushed mascara with oversized brush.	I brushed mascara under yellow plastic cups.	Mascara brushed the bartender onto yellow plastic cups.	Yellow plastic cups brushed the bartender with mascara.	Mascara brushed yellow plastic cups the bartender.	Correct	CRagentact	CRalternation1	CRalternation2	CRNoEmb	CRLexPrep	CrSSM1	CrSSM2	CrAASSM1	True	False	False	False	False	False	False	False	False	subj1 verb NounA1 PNounB2	NounBPass2 VerbPass PSubj2	NounBPass2 VerbPass PNounA1 PSubj2	NounBPass2 VerbPass PNounA1	NounAPass1 VerbPass PSubj2	NounAPass1 VerbPass PNounB2 PSubj2	NounAPass1 VerbPass PNounB2	subj1 verb NounB2 PNounA1	SubjPass2 VerbPass NounB2 PNounA1	subj1 verb NounB2 NounA1	subj1 verb PNounB2 PNounA1	subj1 verb NounB2 EmbPP2	subj1 verb NounB2 WrPrep NounA1	NounB2 verb SubjAcc2 PNounA1	NounA1 verb SubjAcc2 PNounB2	NounB2 verb NounA1 WrongPLS2 SubjAcc2
79	Use the rolled up package to spread the rice cake with honey.	Honey was spread by the students.	Honey was spread all over the rice cake by the students.	Honey was spread all over the rice cake.	The rice cake was spread by the students.	The rice cake was spread with honey by the students.	The rice cake was spread with honey.	Use the rolled up package to spread honey all over the rice cake.	The students were spread honey all over the rice cake.	Use the rolled up package to spread honey the rice cake.	Use the rolled up package to spread with honey all over the rice cake.	Use the rolled up package to spread honey from beekeepers.	Use the rolled up package to spread honey under the rice cake.	Honey spread the students all over the rice cake.	The rice cake spread the students with honey.	Honey spread the rice cake the students.	Correct	CRagentact	CRalternation1	CRalternation2	CRNoEmb	CRLexPrep	CrSSM1	CrSSM2	CrAASSM1	True	False	False	False	False	False	False	False	False	subj1 verb NounA1 PNounB3	NounBPass3 VerbPass PSubj3	NounBPass3 VerbPass PNounA1 PSubj3	NounBPass3 VerbPass PNounA1	NounAPass1 VerbPass PSubj3	NounAPass1 VerbPass PNounB3 PSubj3	NounAPass1 VerbPass PNounB3	subj1 verb NounB3 PNounA1	SubjPass3 VerbPass NounB3 PNounA1	subj1 verb NounB3 NounA1	subj1 verb PNounB3 PNounA1	subj1 verb NounB3 EmbPP3	subj1 verb NounB3 WrPrep NounA1	NounB3 verb SubjAcc3 PNounA1	NounA1 verb SubjAcc3 PNounB3	NounB3 verb NounA1 WrongPLS3 SubjAcc3
27	I carefully swab the bulbs with rubbing alcohol.	Rubbing alcohol was swabbed carefully by me.	Rubbing alcohol was swabbed over the bulbs carefully by me.	Rubbing alcohol was swabbed over the bulbs.	The bulb was swabbed carefully by me.	The bulb was swabbed with rubbing alcohol carefully by me.	The bulb was swabbed with rubbing alcohol.	I carefully swab rubbing alcohol over the bulbs.	I was swabbed rubbing alcohol over the bulbs.	I carefully swab rubbing alcohol the bulbs.	I carefully swab with rubbing alcohol over the bulbs.	I carefully swab rubbing alcohol from the supermarket.	I carefully swab rubbing alcohol under the bulbs.	Rubbing alcohol swab me over the bulbs.	The bulbs swab me with rubbing alcohol.	Rubbing alcohol swab the bulbs me.	Correct	CRagentact	CRalternation1	CRalternation2	CRNoEmb	CRLexPrep	CrSSM1	CrSSM2	CrAASSM1	True	False	False	False	False	False	False	False	False	subj1 verb NounA1 PNounB1	NounBPass1 VerbPass PSubj1	NounBPass1 VerbPass PNounA1 PSubj1	NounBPass1 VerbPass PNounA1	NounAPass1 VerbPass PSubj1	NounAPass1 VerbPass PNounB1 PSubj1	NounAPass1 VerbPass PNounB1	subj1 verb NounB1 PNounA1	SubjPass1 VerbPass NounB1 PNounA1	subj1 verb NounB1 NounA1	subj1 verb PNounB1 PNounA1	subj1 verb NounB1 EmbPP1	subj1 verb NounB1 WrPrep NounA1	NounB1 verb SubjAcc1 PNounA1	NounA1 verb SubjAcc1 PNounB1	NounB1 verb NounA1 WrongPLS1 SubjAcc1
61	I brushed yellow plastic cups with liquid.	Cream was brushed by the.	Cream was brushed onto yellow plastic cups by the.	Cream was brushed onto yellow plastic cups.	Yellow plastic cups was brushed by the.	Yellow plastic cups was brushed with liquid by the.	Yellow plastic cups was brushed with liquid.	I brushed the liquid onto yellow plastic cups.	The waitress was brushed the liquid onto yellow plastic cups.	I brushed the liquid yellow plastic cups.	I brushed with liquid onto yellow plastic cups.	I brushed the liquid of variable density.	I brushed the liquid under yellow plastic cups.	The liquid brushed the waitress onto yellow plastic cups.	Yellow plastic cups brushed the waitress with liquid.	The liquid brushed yellow plastic cups the waitress.	Correct	CRagentact	CRalternation1	CRalternation2	CRNoEmb	CRLexPrep	CrSSM1	CrSSM2	CrAASSM1	True	False	False	False	False	False	False	False	False	subj1 verb NounA1 PNounB3	NounBPass3 VerbPass PSubj3	NounBPass3 VerbPass PNounA1 PSubj3	NounBPass3 VerbPass PNounA1	NounAPass1 VerbPass PSubj3	NounAPass1 VerbPass PNounB3 PSubj3	NounAPass1 VerbPass PNounB3	subj1 verb NounB3 PNounA1	SubjPass3 VerbPass NounB3 PNounA1	subj1 verb NounB3 NounA1	subj1 verb PNounB3 PNounA1	subj1 verb NounB3 EmbPP3	subj1 verb NounB3 WrPrep NounA1	NounB3 verb SubjAcc3 PNounA1	NounA1 verb SubjAcc3 PNounB3	NounB3 verb NounA1 WrongPLS3 SubjAcc3
84	The other place just sticks a box with the contents.	The contents were sticked by Alex.	The contents were sticked in a box by Alex.	The contents were sticked in a box.	A box was sticked by Alex.	A box was sticked with the contents by Alex.	A box was sticked with the contents.	The other place just sticks the contents in a box.	Alex was sticked the contents in a box.	The other place just sticks the contents a box.	The other place just sticks with the contents in a box.	The other place just sticks the contents of archives.	The other place just sticks the contents under a box.	The contents sticks Alex in a box.	A box sticks Alex with the contents.	The contents sticks a box Alex.	Correct	CRagentact	CRalternation1	CRalternation2	CRNoEmb	CRLexPrep	CrSSM1	CrSSM2	CrAASSM1	True	False	False	False	False	False	False	False	False	subj1 verb NounA1 PNounB3	NounBPass3 VerbPass PSubj3	NounBPass3 VerbPass PNounA1 PSubj3	NounBPass3 VerbPass PNounA1	NounAPass1 VerbPass PSubj3	NounAPass1 VerbPass PNounB3 PSubj3	NounAPass1 VerbPass PNounB3	subj1 verb NounB3 PNounA1	SubjPass3 VerbPass NounB3 PNounA1	subj1 verb NounB3 NounA1	subj1 verb PNounB3 PNounA1	subj1 verb NounB3 EmbPP3	subj1 verb NounB3 WrPrep NounA1	NounB3 verb SubjAcc3 PNounA1	NounA1 verb SubjAcc3 PNounB3	NounB3 verb NounA1 WrongPLS3 SubjAcc3
93	I will hang my wall with the picture.	The picture was hung by the photographer.	The picture was hung on my wall by the photographer.	The picture was hung on my wall.	My wall was hung by the photographer.	My wall was hung with the picture by the photographer.	My wall was hung with the picture.	I will hang the picture on my wall.	The photographer was hung the picture on my wall.	I will hang the picture my wall.	I will hang with the picture on my wall.	I will hang the picture by Picasso.	I will hang the picture under my wall.	The picture will hang the photographer on my wall.	My wall will hang the photographer with the picture.	The picture will hang my wall the photographer.	Correct	CRagentact	CRalternation1	CRalternation2	CRNoEmb	CRLexPrep	CrSSM1	CrSSM2	CrAASSM1	True	False	False	False	False	False	False	False	False	subj1 verb NounA1 PNounB4	NounBPass4 VerbPass PSubj4	NounBPass4 VerbPass PNounA1 PSubj4	NounBPass4 VerbPass PNounA1	NounAPass1 VerbPass PSubj4	NounAPass1 VerbPass PNounB4 PSubj4	NounAPass1 VerbPass PNounB4	subj1 verb NounB4 PNounA1	SubjPass4 VerbPass NounB4 PNounA1	subj1 verb NounB4 NounA1	subj1 verb PNounB4 PNounA1	subj1 verb NounB4 EmbPP4	subj1 verb NounB4 WrPrep NounA1	NounB4 verb SubjAcc4 PNounA1	NounA1 verb SubjAcc4 PNounB4	NounB4 verb NounA1 WrongPLS4 SubjAcc4
44	You sow the ground with weeds.	Weeds were sown by farmers.	Weeds were sown on the ground by farmers.	Weeds were sown on the ground.	The ground was sown by farmers.	The ground was sown with weeds by farmers.	The ground was sown with weeds.	You sow weeds on the ground.	Farmers were sown weeds on the ground.	You sow weeds the ground.	You sow with weeds on the ground.	You sow weeds from the river.	You sow weeds under the ground.	Weeds sow farmers on the ground.	The ground sow farmers with weeds.	Weeds sow the ground farmers.	Correct	CRagentact	CRalternation1	CRalternation2	CRNoEmb	CRLexPrep	CrSSM1	CrSSM2	CrAASSM1	True	False	False	False	False	False	False	False	False	subj1 verb NounA1 PNounB2	NounBPass2 VerbPass PSubj2	NounBPass2 VerbPass PNounA1 PSubj2	NounBPass2 VerbPass PNounA1	NounAPass1 VerbPass PSubj2	NounAPass1 VerbPass PNounB2 PSubj2	NounAPass1 VerbPass PNounB2	subj1 verb NounB2 PNounA1	SubjPass2 VerbPass NounB2 PNounA1	subj1 verb NounB2 NounA1	subj1 verb PNounB2 PNounA1	subj1 verb NounB2 EmbPP2	subj1 verb NounB2 WrPrep NounA1	NounB2 verb SubjAcc2 PNounA1	NounA1 verb SubjAcc2 PNounB2	NounB2 verb NounA1 WrongPLS2 SubjAcc2
